string,string,localized_a,localized_a,string,string,string,string,string,int,string
26968,jup_wc_bartube_sh_light_p13,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3488,1736,attachmentdata,0,
26967,jup_wc_bartube_sh_hvyshort_p13,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2893,1737,attachmentdata,0,
26966,jup_wc_bartube_sh_hvylong_p13,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1409,1738,attachmentdata,0,
26965,jup_wc_bartube_sh_heavy_p13,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1128,1739,attachmentdata,0,
26964,jup_wc_barsil_lm_p03_augolf,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1288,1740,attachmentdata,0,
26963,jup_wc_bargrip_ar_long_p03_augolf,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,875,1741,attachmentdata,0,
26962,jup_wc_bar_sn_light_p20_mike24,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3595,1742,attachmentdata,0,
26961,jup_wc_bar_lm_short_p02_kilo53,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3255,1743,attachmentdata,0,
26960,jup_wc_bar_lm_p02_kilo53,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3387,1744,attachmentdata,0,
26959,jup_wc_bar_lm_heavy_p03_augolf,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1315,1745,attachmentdata,0,
26958,jup_wc_bar_dm_short_p20_mike24,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2913,1746,attachmentdata,0,
26957,jup_wc_bar_dm_p20_sa700,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1691,1747,attachmentdata,0,
26956,jup_wc_bar_dm_heavy_p18_soscar14,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2777,1748,attachmentdata,0,
26955,jup_wc_bar_br_short_p18_soscar14,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,585,1749,attachmentdata,0,
26954,jup_wc_bar_br_p02_pgolf1,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2881,1750,attachmentdata,0,
26953,jup_wc_bar_br_light_p02_kilo53,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2288,1751,attachmentdata,0,
26952,jup_wc_bar_br_heavy_p18_soscar14,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2873,1752,attachmentdata,0,
26951,jup_wc_bar_ar_shorthvy_p01_mike4,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,575,1753,attachmentdata,0,
26950,jup_wc_bar_ar_short_p01_mike4,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1872,1754,attachmentdata,0,
26949,jup_wc_bar_ar_p02_kilo53,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2755,1755,attachmentdata,0,
26948,jup_wc_bar_ar_heavy_p03_augolf,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3645,1756,attachmentdata,0,
26947,jup_wc_bar_ar_heavy_p01_mike4,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3536,1757,attachmentdata,0,
25531,jup_wc_wire_hvy_p38,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2764,1758,attachmentdata,0,
25532,jup_wc_wire_lgt_p38,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1120,1759,attachmentdata,0,
26989,jup_wc_jup_cp06_ar_falpha_blong,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,46906,1760,attachmentdata,0,
26990,jup_wc_jup_cp06_ar_falpha_bshort,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,46907,1761,attachmentdata,0,
26991,jup_wc_jup_cp06_ar_falpha_bshort2,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,46908,1762,attachmentdata,0,
24267,jup_wc_jup_jp36_ar_anov94_bar_long,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,48023,1763,attachmentdata,0,
24268,jup_wc_jup_jp36_ar_anov94_bar_short,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,48024,1764,attachmentdata,0,
24269,jup_wc_jup_jp36_ar_anov94_barsil,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,48025,1765,attachmentdata,0,
27055,jup_wc_jup_jp36_sn_boscar_bar_long,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,32037,1766,attachmentdata,0,
27057,jup_wc_jup_jp36_sn_boscar_barsil,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,32035,1767,attachmentdata,0,
27056,jup_wc_jup_jp36_sn_boscar_bar_short,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,32036,1768,attachmentdata,0,
26726,jup_wc_jup_jp19_br_acharlie450_barsil,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,47414,1769,attachmentdata,0,
27259,jup_wc_jup_jp08_ar_qbravo97_bar_heavy,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,23091,1770,attachmentdata,0,
27260,jup_wc_jup_jp08_lm_qbravo95lsw_bar_hvylong,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,48647,1771,attachmentdata,0,
27261,jup_wc_jup_jp08_lm_qbravo95lsw_bar_hvyshort,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,48648,1772,attachmentdata,0,
25233,jup_wc_pgrip_tac_p54,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,34671,1773,attachmentdata,0,
25232,jup_wc_pgrip_tac_p52,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,27495,1774,attachmentdata,0,
25231,jup_wc_pgrip_tac_p49,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,26230,1775,attachmentdata,0,
25230,jup_wc_pgrip_tac_p44,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,32186,1776,attachmentdata,0,
25229,jup_wc_pgrip_tac_p43,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,16951,1777,attachmentdata,0,
25228,jup_wc_pgrip_tac_p42,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,23554,1778,attachmentdata,0,
25227,jup_wc_pgrip_tac_p27,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1742,1779,attachmentdata,0,
25226,jup_wc_pgrip_tac_p26,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2203,1780,attachmentdata,0,
25225,jup_wc_pgrip_tac_p25,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3342,1781,attachmentdata,0,
25224,jup_wc_pgrip_tac_p24,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1362,1782,attachmentdata,0,
25223,jup_wc_pgrip_tac_p23,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3886,1783,attachmentdata,0,
25222,jup_wc_pgrip_tac_p22,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2184,1784,attachmentdata,0,
25221,jup_wc_pgrip_tac_p21,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,729,1785,attachmentdata,0,
25220,jup_wc_pgrip_tac_p20,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3371,1786,attachmentdata,0,
25219,jup_wc_pgrip_tac_p18,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3733,1787,attachmentdata,0,
25218,jup_wc_pgrip_tac_p17,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2516,1788,attachmentdata,0,
25217,jup_wc_pgrip_tac_p16,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3783,1789,attachmentdata,0,
25216,jup_wc_pgrip_tac_p12,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1928,1790,attachmentdata,0,
25215,jup_wc_pgrip_tac_p10,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3864,1791,attachmentdata,0,
25214,jup_wc_pgrip_tac_p09,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2310,1792,attachmentdata,0,
25213,jup_wc_pgrip_tac_p07,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2030,1793,attachmentdata,0,
25212,jup_wc_pgrip_tac_p06,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3473,1794,attachmentdata,0,
25211,jup_wc_pgrip_tac_p05,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1628,1795,attachmentdata,0,
25210,jup_wc_pgrip_tac_p04,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2245,1796,attachmentdata,0,
25209,jup_wc_pgrip_tac_p03,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1541,1797,attachmentdata,0,
25208,jup_wc_pgrip_tac_p01,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1623,1798,attachmentdata,0,
25207,jup_wc_pgrip_snp_p54,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,34670,1799,attachmentdata,0,
25206,jup_wc_pgrip_snp_p53,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,23950,1800,attachmentdata,0,
25205,jup_wc_pgrip_snp_p43,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,16940,1801,attachmentdata,0,
25204,jup_wc_pgrip_snp_p27,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,11259,1802,attachmentdata,0,
25203,jup_wc_pgrip_snp_p05,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,8187,1803,attachmentdata,0,
25202,jup_wc_pgrip_snp_p04,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,15438,1804,attachmentdata,0,
25201,jup_wc_pgrip_snp_p01,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1622,1805,attachmentdata,0,
25200,jup_wc_pgrip_sm_tac_p43,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,27563,1806,attachmentdata,0,
25199,jup_wc_pgrip_sm_erg_p43,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,27562,1807,attachmentdata,0,
25198,jup_wc_pgrip_sm_ass_p43,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,27564,1808,attachmentdata,0,
25197,jup_wc_pgrip_sm_ass_p02,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1684,1809,attachmentdata,0,
25196,jup_wc_pgrip_sm_aim_p02,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1916,1810,attachmentdata,0,
25195,jup_wc_pgrip_ske_p53,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,23951,1811,attachmentdata,0,
25194,jup_wc_pgrip_ske_p52,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,27496,1812,attachmentdata,0,
25193,jup_wc_pgrip_ske_p44,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,32184,1813,attachmentdata,0,
25192,jup_wc_pgrip_ske_p43,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,16949,1814,attachmentdata,0,
25191,jup_wc_pgrip_ske_p42,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,23552,1815,attachmentdata,0,
25190,jup_wc_pgrip_ske_p01,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3273,1816,attachmentdata,0,
25189,jup_wc_pgrip_lm_tac_p02,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3833,1817,attachmentdata,0,
25188,jup_wc_pgrip_lm_ass_p02,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1861,1818,attachmentdata,0,
25187,jup_wc_pgrip_erg_p52,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,27497,1819,attachmentdata,0,
25186,jup_wc_pgrip_dm_tac_p02,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1174,1820,attachmentdata,0,
25185,jup_wc_pgrip_dm_ass_p02,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2787,1821,attachmentdata,0,
25184,jup_wc_pgrip_dm_aim_p02,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1098,1822,attachmentdata,0,
25183,jup_wc_pgrip_br_tac_p02,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3413,1823,attachmentdata,0,
25182,jup_wc_pgrip_br_snp_p02,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1430,1824,attachmentdata,0,
25181,jup_wc_pgrip_br_ass_p02,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2304,1825,attachmentdata,0,
25180,jup_wc_pgrip_br_aim_p02,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2623,1826,attachmentdata,0,
25179,jup_wc_pgrip_ass_p54,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,34669,1827,attachmentdata,0,
25178,jup_wc_pgrip_ass_p49,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,26229,1828,attachmentdata,0,
25139,jup_wc_pgrip_aim_p21,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1854,1829,attachmentdata,0,
25140,jup_wc_pgrip_aim_p22,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2424,1830,attachmentdata,0,
25141,jup_wc_pgrip_aim_p23,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,646,1831,attachmentdata,0,
25142,jup_wc_pgrip_aim_p24,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1748,1832,attachmentdata,0,
25143,jup_wc_pgrip_aim_p25,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1987,1833,attachmentdata,0,
25144,jup_wc_pgrip_aim_p26,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2597,1834,attachmentdata,0,
25145,jup_wc_pgrip_aim_p27,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2997,1835,attachmentdata,0,
25146,jup_wc_pgrip_aim_p42,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,23553,1836,attachmentdata,0,
25147,jup_wc_pgrip_aim_p44,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,32183,1837,attachmentdata,0,
25148,jup_wc_pgrip_aim_p49,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,26231,1838,attachmentdata,0,
25152,jup_wc_pgrip_ar_aim_p02,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3161,1839,attachmentdata,0,
25153,jup_wc_pgrip_ar_snp_p02,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3763,1840,attachmentdata,0,
25154,jup_wc_pgrip_ar_tac_p02,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2005,1841,attachmentdata,0,
25155,jup_wc_pgrip_ass_p01,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3754,1842,attachmentdata,0,
25156,jup_wc_pgrip_ass_p03,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,899,1843,attachmentdata,0,
25157,jup_wc_pgrip_ass_p04,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,849,1844,attachmentdata,0,
25158,jup_wc_pgrip_ass_p05,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3240,1845,attachmentdata,0,
25159,jup_wc_pgrip_ass_p06,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3284,1846,attachmentdata,0,
25160,jup_wc_pgrip_ass_p07,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3559,1847,attachmentdata,0,
25161,jup_wc_pgrip_ass_p09,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1756,1848,attachmentdata,0,
25162,jup_wc_pgrip_ass_p10,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2086,1849,attachmentdata,0,
25163,jup_wc_pgrip_ass_p12,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2523,1850,attachmentdata,0,
25164,jup_wc_pgrip_ass_p16,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1342,1851,attachmentdata,0,
25165,jup_wc_pgrip_ass_p17,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1796,1852,attachmentdata,0,
25166,jup_wc_pgrip_ass_p18,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3396,1853,attachmentdata,0,
25167,jup_wc_pgrip_ass_p20,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3343,1854,attachmentdata,0,
25168,jup_wc_pgrip_ass_p21,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1616,1855,attachmentdata,0,
25169,jup_wc_pgrip_ass_p22,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3467,1856,attachmentdata,0,
25170,jup_wc_pgrip_ass_p23,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3651,1857,attachmentdata,0,
25171,jup_wc_pgrip_ass_p24,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,958,1858,attachmentdata,0,
25172,jup_wc_pgrip_ass_p25,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1919,1859,attachmentdata,0,
25173,jup_wc_pgrip_ass_p26,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,708,1860,attachmentdata,0,
25174,jup_wc_pgrip_ass_p27,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1958,1861,attachmentdata,0,
25175,jup_wc_pgrip_ass_p42,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,23551,1862,attachmentdata,0,
25176,jup_wc_pgrip_ass_p43,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,16944,1863,attachmentdata,0,
25177,jup_wc_pgrip_ass_p44,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,32185,1864,attachmentdata,0,
25138,jup_wc_pgrip_aim_p20,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3770,1865,attachmentdata,0,
25137,jup_wc_pgrip_aim_p18,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1416,1866,attachmentdata,0,
25136,jup_wc_pgrip_aim_p17,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1723,1867,attachmentdata,0,
25135,jup_wc_pgrip_aim_p16,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3163,1868,attachmentdata,0,
25134,jup_wc_pgrip_aim_p12,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2790,1869,attachmentdata,0,
25133,jup_wc_pgrip_aim_p10,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1883,1870,attachmentdata,0,
25132,jup_wc_pgrip_aim_p09,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,601,1871,attachmentdata,0,
25131,jup_wc_pgrip_aim_p07,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3291,1872,attachmentdata,0,
25130,jup_wc_pgrip_aim_p06,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2920,1873,attachmentdata,0,
25129,jup_wc_pgrip_aim_p05,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,707,1874,attachmentdata,0,
25128,jup_wc_pgrip_aim_p04,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3580,1875,attachmentdata,0,
25127,jup_wc_pgrip_aim_p03,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2928,1876,attachmentdata,0,
25126,jup_wc_pgrip_aim_p01,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1221,1877,attachmentdata,0,
24210,jup_wc_jup_jp19_ar_acharlie_pgrip_snp,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,23018,1878,attachmentdata,0,
24208,jup_wc_jup_jp19_ar_acharlie_pgrip_aim,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,23014,1879,attachmentdata,0,
24193,jup_wc_jup_jp17_sn_hsierra_pgrip_tac,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,22877,1880,attachmentdata,0,
24192,jup_wc_jup_jp17_sn_hsierra_pgrip_snp,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,22879,1881,attachmentdata,0,
24191,jup_wc_jup_jp17_sn_hsierra_pgrip_ske,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,22878,1882,attachmentdata,0,
24190,jup_wc_jup_jp17_sn_hsierra_pgrip_ass,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,22875,1883,attachmentdata,0,
24189,jup_wc_jup_jp17_sn_hsierra_pgrip_aim,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,22874,1884,attachmentdata,0,
24176,jup_wc_jup_jp16_sh_recho870_pgrip_tac,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,33015,1885,attachmentdata,0,
24175,jup_wc_jup_jp16_sh_recho870_pgrip_skel,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,33016,1886,attachmentdata,0,
24174,jup_wc_jup_jp16_sh_recho870_pgrip_ass,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,33014,1887,attachmentdata,0,
24158,jup_wc_jup_jp14_pi_rsierra12_pgrip_tac,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,22806,1888,attachmentdata,0,
24157,jup_wc_jup_jp14_pi_rsierra12_pgrip_stippled,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,22807,1889,attachmentdata,0,
24156,jup_wc_jup_jp14_pi_rsierra12_pgrip_aim,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,22805,1890,attachmentdata,0,
24140,jup_wc_jup_jp13_dm_svictork_pgrip_tac,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,22777,1891,attachmentdata,0,
24139,jup_wc_jup_jp13_dm_svictork_pgrip_snp,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,22779,1892,attachmentdata,0,
24138,jup_wc_jup_jp13_dm_svictork_pgrip_ergo,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,22778,1893,attachmentdata,0,
24137,jup_wc_jup_jp13_dm_svictork_pgrip_ass2,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,22776,1894,attachmentdata,0,
24136,jup_wc_jup_jp13_dm_svictork_pgrip_ass,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,22775,1895,attachmentdata,0,
24135,jup_wc_jup_jp13_dm_svictork_pgrip_aim,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,22774,1896,attachmentdata,0,
24124,jup_wc_jup_jp12_pi_mike93_pgrip_tac,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,22710,1897,attachmentdata,0,
24123,jup_wc_jup_jp12_pi_mike93_pgrip_ergo,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,22712,1898,attachmentdata,0,
24122,jup_wc_jup_jp12_pi_mike93_pgrip_ass,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,22709,1899,attachmentdata,0,
24092,jup_wc_jup_jp09_sh_oromeo12_pgrip_tac,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,22675,1900,attachmentdata,0,
24091,jup_wc_jup_jp09_sh_oromeo12_pgrip_snp,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,22676,1901,attachmentdata,0,
24090,jup_wc_jup_jp09_sh_oromeo12_pgrip_ass2,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,22674,1902,attachmentdata,0,
24089,jup_wc_jup_jp09_sh_oromeo12_pgrip_ass,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,22673,1903,attachmentdata,0,
24088,jup_wc_jup_jp09_sh_oromeo12_pgrip_aim,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,22672,1904,attachmentdata,0,
24026,jup_wc_jup_jp06_lm_pkilop_pgrip_tac,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,22598,1905,attachmentdata,0,
24025,jup_wc_jup_jp06_lm_pkilop_pgrip_snp,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,22599,1906,attachmentdata,0,
24024,jup_wc_jup_jp06_lm_pkilop_pgrip_ass,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,22597,1907,attachmentdata,0,
24023,jup_wc_jup_jp06_lm_pkilop_pgrip_aim,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,22596,1908,attachmentdata,0,
23954,jup_wc_jup_jp02_sm_scharlie3_pgrip_rubber,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,22501,1909,attachmentdata,0,
23953,jup_wc_jup_jp02_sm_scharlie3_pgrip_gtape,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,22502,1910,attachmentdata,0,
23943,jup_wc_jup_jp02_br_bromeo2_pgrip,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,22496,1911,attachmentdata,0,
23932,jup_wc_jup_jp02_ar_bromeo805_pgrip_light,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,23526,1912,attachmentdata,0,
23931,jup_wc_jup_jp02_ar_bromeo805_pgrip_grooved,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,22498,1913,attachmentdata,0,
23930,jup_wc_jup_jp02_ar_bromeo805_pgrip_ass,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,22497,1914,attachmentdata,0,
23929,jup_wc_jup_jp02_ar_bromeo805_pgrip_aim,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,22499,1915,attachmentdata,0,
23902,jup_wc_jup_jp01_ar_golf36_pgrip_tac,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,21848,1916,attachmentdata,0,
23901,jup_wc_jup_jp01_ar_golf36_pgrip_snp,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,21845,1917,attachmentdata,0,
23900,jup_wc_jup_jp01_ar_golf36_pgrip_ske,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,21847,1918,attachmentdata,0,
23899,jup_wc_jup_jp01_ar_golf36_pgrip_aim,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,21844,1919,attachmentdata,0,
23841,jup_wc_jup_cp24_pi_glima21_pgrip_tac,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,22376,1920,attachmentdata,0,
23840,jup_wc_jup_cp24_pi_glima21_pgrip_ass,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,22375,1921,attachmentdata,0,
23839,jup_wc_jup_cp24_pi_glima21_pgrip_aim,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,22374,1922,attachmentdata,0,
23827,jup_wc_jup_cp08_br_xmike5_pgrip_tac,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,23145,1923,attachmentdata,0,
23826,jup_wc_jup_cp08_br_xmike5_pgrip_ass,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,23144,1924,attachmentdata,0,
23825,jup_wc_jup_cp08_br_xmike5_pgrip_aim,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,23143,1925,attachmentdata,0,
26285,jup_wc_jup_cp08_br_xmike5_pgrip_snp,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,23147,1926,attachmentdata,0,
26333,jup_wc_pgrip_aim_p15,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3499,1927,attachmentdata,0,
26334,jup_wc_pgrip_aim_p55,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,36874,1928,attachmentdata,0,
