string,string,string,string,string,string,string,string,string,string,string,string,xhash32,xhash32,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,xhash32,int
item,brloot_weapon_ar_akilo74_lege,weapon,4,,11327,medium&ar,400,iw9_ar_akilo74,,comp_ar_05+grip_vertshort01+laserbox_hip04+mag_ar_lgtlarge_p04_akilo74+reflex01_tall,iw9_ar_akilo74_mp+ammo_545s+bar_ar_short_p04+comp_ar_05+grip_vertshort01+laserbox_hip04+mag_ar_lgtlarge_p04_akilo74+pgrip_p04+rec_akilo74+reflex01_tall+selectsemi_akilo+stock_sm_p04_akilo74,x32#hash_c7c1b0b9,x32#hash_c7c20485,hud_icon_weapon_ar_akilo74,br_legendary_loot_pickup,,,,,,,,,,,,,,,,,,,,brightGold,,,44,x32#hash_c7bbcaa8,0
item,brloot_weapon_ar_augolf_comm,weapon,1,,11372,medium&ar&noSpawn,400,iw9_ar_augolf,,,iw9_ar_augolf_mp+ammo_556n+bar_ar_p03_augolf+iw9_ironsdefault_augolf+iw9_rec_augolf+iw9_selectsemi+mag_ar_p03_augolf+pgrip_p03+stock_ar_p03_augolf,x32#hash_c7c1b0b9,x32#hash_14c,hud_icon_weapon_ar_augolf,,,,,,,,,,,,,,,,,,,,,,,,45,x32#hash_c7bbcaa8,0
item,brloot_weapon_ar_augolf_unco,weapon,2,,11372,medium&ar&noSpawn,400,iw9_ar_augolf,,pgrip_ass_p03,iw9_ar_augolf_mp+ammo_556n+bar_ar_p03_augolf+iw9_ironsdefault_augolf+iw9_rec_augolf+iw9_selectsemi+mag_ar_p03_augolf+pgrip_ass_p03+stock_ar_p03_augolf,x32#hash_c7c1b0b9,x32#hash_14c,hud_icon_weapon_ar_augolf,,,,,,,,,,,,,,,,,,,,,,,,46,x32#hash_c7bbcaa8,0
item,brloot_weapon_ar_augolf_rare,weapon,3,,11372,medium&ar&noSpawn,400,iw9_ar_augolf,,flash_ar_03+iw9_minireddot02_tall,iw9_ar_augolf_mp+ammo_556n+bar_ar_p03_augolf+flash_ar_03+iw9_minireddot02_tall+iw9_rec_augolf+iw9_selectsemi+mag_ar_p03_augolf+pgrip_p03+stock_ar_p03_augolf,x32#hash_c7c1b0b9,x32#hash_14c,hud_icon_weapon_ar_augolf,,,,,,,,,,,,,,,,,,,,,,,,47,x32#hash_c7bbcaa8,0
item,brloot_weapon_ar_augolf_epic,weapon,4,,11372,medium&ar,400,iw9_ar_augolf,,comp_ar_06+holo03+lasercyl_ads03,iw9_ar_augolf_mp+ammo_556n+bar_ar_p03_augolf+comp_ar_06+holo03+iw9_rec_augolf+iw9_selectsemi+lasercyl_ads03+mag_ar_p03_augolf+pgrip_p03+stock_ar_p03_augolf,x32#hash_c7c1b0b9,x32#hash_14c,hud_icon_weapon_ar_augolf,,,,,,,,,,,,,,,,,,,,,,,,48,x32#hash_c7bbcaa8,0
item,brloot_weapon_ar_augolf_lege,weapon,4,,11372,medium&surpressed&ar,400,iw9_ar_augolf,,bar_ar_heavy_p03_augolf+fourx01+lasercyl_ads04+mag_ar_large_p03_augolf+silencer07_ar,iw9_ar_augolf_mp+ammo_556n+bar_ar_heavy_p03_augolf+fourx01+iw9_rec_augolf+iw9_selectsemi+lasercyl_ads04+mag_ar_large_p03_augolf+pgrip_p03+silencer07_ar+stock_ar_p03_augolf,x32#hash_c7c1b0b9,x32#hash_14c,hud_icon_weapon_ar_augolf,br_legendary_loot_pickup,,,,,,,,,,,,,,,,,,,,brightGold,,,49,x32#hash_c7bbcaa8,0
item,brloot_weapon_ar_scharlie_comm,weapon,0,,11302,medium&ar&noSpawn,400,iw9_ar_scharlie,,,iw9_ar_scharlie_mp+ammo_556n+bar_ar_p05+iw9_ironsdefault_scharlie+iw9_rec_scharlie+iw9_selectsemi+mag_ar_p05+pgrip_p05+stock_ar_p05,x32#hash_c7c1b0b9,x32#hash_c7c1fe84,hud_icon_weapon_m4_l,,,,,,,,,,,,,,,,,,,,,,,,50,x32#hash_c7bbcaa8,0
item,brloot_weapon_ar_scharlie_unco,weapon,1,,11302,medium&ar&noSpawn,400,iw9_ar_scharlie,,stock_ar_tactical_p05_scharlie,iw9_ar_scharlie_mp+ammo_556n+bar_ar_p05+iw9_ironsdefault_scharlie+iw9_rec_scharlie+iw9_selectsemi+mag_ar_p05+pgrip_p05+stock_ar_tactical_p05_scharlie,x32#hash_c7c1b0b9,x32#hash_c7c1fe84,hud_icon_weapon_m4_l,,,,,,,,,,,,,,,,,,,,,,,,51,x32#hash_c7bbcaa8,0
item,brloot_weapon_ar_scharlie_rare,weapon,2,,11302,medium&ar&noSpawn,400,iw9_ar_scharlie,,flash_ar_03+laserbox_ads01,iw9_ar_scharlie_mp+ammo_556n+bar_ar_p05+flash_ar_03+iw9_ironsdefault_scharlie+iw9_rec_scharlie+iw9_selectsemi+laserbox_ads01+mag_ar_p05+pgrip_p05+stock_ar_p05,x32#hash_c7c1b0b9,x32#hash_c7c1fe84,hud_icon_weapon_m4_l,,,,,,,,,,,,,,,,,,,,,,,,52,x32#hash_c7bbcaa8,0
item,brloot_weapon_ar_scharlie_epic,weapon,3,,11302,medium&ar,400,iw9_ar_scharlie,,comp_ar_03+grip_vertshort03+holo04,iw9_ar_scharlie_mp+ammo_556n+bar_ar_p05+comp_ar_03+grip_vertshort03+holo04+iw9_rec_scharlie+iw9_selectsemi+mag_ar_p05+pgrip_p05+stock_ar_p05,x32#hash_c7c1b0b9,x32#hash_c7c1fe84,hud_icon_weapon_m4_l,,,,,,,,,,,,,,,,,,,,,,,,53,x32#hash_c7bbcaa8,0
item,brloot_weapon_ar_scharlie_lege,weapon,4,,11302,medium&thermal&smg,400,iw9_ar_scharlie,,comp_ar_02+grip_vert03+holotherm01+laserbox_ads04+mag_ar_large_p05,iw9_ar_scharlie_mp+ammo_556n+bar_ar_p05+comp_ar_02+grip_vert03+holotherm01+iw9_rec_scharlie+iw9_selectsemi+laserbox_ads04+mag_ar_large_p05+pgrip_p05+stock_ar_p05,x32#hash_c7c1b0b9,x32#hash_c7c1fe84,hud_icon_weapon_m4_l,br_legendary_loot_pickup,,,,,,,,,,,,,,,,,,,,brightGold,,,54,x32#hash_c7bbcaa8,0
item,brloot_weapon_sm_alpha57_comm,weapon,0,,11365,medium&smg,400,iw9_sm_alpha57,,,iw9_sm_alpha57_mp+ammo_5x28+bar_sm_p01+ironsdefault_alpha57+iw9_selectsemi+mag_sm_p01+pgrip_p01+rec_alpha57+stock_sm_p01_alpha57,x32#hash_14c,x32#hash_14c,hud_icon_weapon_sm_alpha57,,,,,,,,,,,,,,,,,,,,,,,,65,x32#hash_c7bbcaa8,0
item,brloot_weapon_sm_alpha57_unco,weapon,1,,11365,medium&smg,400,iw9_sm_alpha57,,pgrip_tac_p01,iw9_sm_alpha57_mp+ammo_5x28+bar_sm_p01+ironsdefault_alpha57+iw9_selectsemi+mag_sm_p01+pgrip_tac_p01+rec_alpha57+stock_sm_p01_alpha57,x32#hash_14c,x32#hash_14c,hud_icon_weapon_sm_alpha57,,,,,,,,,,,,,,,,,,,,,,,,66,x32#hash_c7bbcaa8,0
item,brloot_weapon_sm_alpha57_rare,weapon,2,,11365,medium&smg,400,iw9_sm_alpha57,,laserbox_hip02+stock_ar_tactical_p01_alpha57,iw9_sm_alpha57_mp+ammo_5x28+bar_sm_p01+ironsdefault_alpha57+iw9_selectsemi+laserbox_hip02+mag_sm_p01+pgrip_p01+rec_alpha57+stock_ar_tactical_p01_alpha57,x32#hash_14c,x32#hash_14c,hud_icon_weapon_sm_alpha57,,,,,,,,,,,,,,,,,,,,,,,,67,x32#hash_c7bbcaa8,0
item,brloot_weapon_sm_alpha57_epic,weapon,3,,11365,medium&smg,400,iw9_sm_alpha57,,comp_sm_04+grip_angled04+iw9_minireddot04_tall,iw9_sm_alpha57_mp+ammo_5x28+bar_sm_p01+comp_sm_04+grip_angled04+iw9_minireddot04_tall+iw9_selectsemi+mag_sm_p01+pgrip_p01+rec_alpha57+stock_sm_p01_alpha57,x32#hash_14c,x32#hash_14c,hud_icon_weapon_sm_alpha57,,,,,,,,,,,,,,,,,,,,,,,,68,x32#hash_c7bbcaa8,0
item,brloot_weapon_sm_alpha57_lege,weapon,4,,11365,medium&smg,400,iw9_sm_alpha57,,ammo_5x28_fr+comp_sm_02+grip_vertshort05+iw9_minireddot07_tall+laserbox_hip03,iw9_sm_alpha57_mp+ammo_5x28_fr+bar_sm_p01+comp_sm_02+grip_vertshort05+iw9_minireddot07_tall+iw9_selectsemi+laserbox_hip03+mag_sm_p01+pgrip_p01+rec_alpha57+stock_sm_p01_alpha57,x32#hash_14c,x32#hash_14c,hud_icon_weapon_sm_alpha57,br_legendary_loot_pickup,,,,,,,,,,,,,,,,,,,,brightGold,,,69,x32#hash_c7bbcaa8,0
item,brloot_weapon_sm_mpapa5_comm,weapon,0,,11338,medium&smg,400,iw9_sm_mpapa5,,,iw9_sm_mpapa5_mp+ammo_9p+bar_sm_p02+ironsdefault_mpapa5+mag_sm_p02+pgrip_sm_tac_p02+rec_mpapa5_mp+selectburst_mpapa5+stock_sm_p02_mpapa5,x32#hash_14c,x32#hash_14c,hud_icon_weapon_sm_mpapa5,,,,,,,,,,,,,,,,,,,,,,,,70,x32#hash_c7bbcaa8,0
item,brloot_weapon_sm_mpapa5_unco,weapon,1,,11338,medium&smg,400,iw9_sm_mpapa5,,pgrip_sm_ass_p02,iw9_sm_mpapa5_mp+ammo_9p+bar_sm_p02+ironsdefault_mpapa5+mag_sm_p02+pgrip_sm_ass_p02+rec_mpapa5_mp+selectburst_mpapa5+stock_sm_p02_mpapa5,x32#hash_14c,x32#hash_14c,hud_icon_weapon_sm_mpapa5,,,,,,,,,,,,,,,,,,,,,,,,71,x32#hash_c7bbcaa8,0
item,brloot_weapon_sm_mpapa5_rare,weapon,2,,11338,medium&smg,400,iw9_sm_mpapa5,,comp_sm_01+lasercyl_hip01,iw9_sm_mpapa5_mp+ammo_9p+bar_sm_p02+comp_sm_01+ironsdefault_mpapa5+lasercyl_hip01+mag_sm_p02+pgrip_sm_tac_p02+rec_mpapa5_mp+selectburst_mpapa5+stock_sm_p02_mpapa5,x32#hash_14c,x32#hash_14c,hud_icon_weapon_sm_mpapa5,,,,,,,,,,,,,,,,,,,,,,,,72,x32#hash_c7bbcaa8,0
item,brloot_weapon_sm_mpapa5_epic,weapon,3,,11338,medium&smg,400,iw9_sm_mpapa5,,grip_angled12+holo01+pgrip_sm_ass_p02,iw9_sm_mpapa5_mp+ammo_9p+bar_sm_p02+grip_angled12+holo01+mag_sm_p02+pgrip_sm_ass_p02+rec_mpapa5_mp+selectburst_mpapa5+stock_sm_p02_mpapa5,x32#hash_14c,x32#hash_14c,hud_icon_weapon_sm_mpapa5,,,,,,,,,,,,,,,,,,,,,,,,73,x32#hash_c7bbcaa8,0
item,brloot_weapon_sm_mpapa5_lege,weapon,4,,11338,medium&surpressed&smg,400,iw9_sm_mpapa5,,drum_sm_p02+grip_vert04+lasercyl_ads03+silencer05_sm+stock_ar_assault_p02_mpapa5,iw9_sm_mpapa5_mp+ammo_9p+bar_sm_p02+drum_sm_p02+grip_vert04+ironsdefault_mpapa5+lasercyl_ads03+pgrip_sm_tac_p02+rec_mpapa5_mp+selectburst_mpapa5+silencer05_sm+stock_ar_assault_p02_mpapa5,x32#hash_14c,x32#hash_14c,hud_icon_weapon_sm_mpapa5,br_legendary_loot_pickup,,,,,,,,,,,,,,,,,,,,brightGold,,,74,x32#hash_c7bbcaa8,0
item,brloot_weapon_sm_aviktor_comm,weapon,0,,11364,medium&smg,400,iw9_sm_aviktor,,,iw9_sm_aviktor_mp+ammo_9p+bar_sm_p04+ironsdefault_aviktor+iw9_selectsemi+mag_sm_p04+pgrip_p04+rec_aviktor+stock_sm_p04_aviktor,x32#hash_14c,x32#hash_14c,hud_icon_weapon_sm_aviktor,,,,,,,,,,,,,,,,,,,,,,,,75,x32#hash_c7bbcaa8,0
item,brloot_weapon_sm_aviktor_unco,weapon,1,,11364,medium&smg&gulag,400,iw9_sm_aviktor,,stock_ar_tactical_p04_aviktor,iw9_sm_aviktor_mp+ammo_9p+bar_sm_p04+ironsdefault_aviktor+iw9_selectsemi+mag_sm_p04+pgrip_p04+rec_aviktor+stock_ar_tactical_p04_aviktor,x32#hash_14c,x32#hash_14c,hud_icon_weapon_sm_aviktor,,,,,,,,,,,,,,,,,,,,,,,,76,x32#hash_c7bbcaa8,0
item,brloot_weapon_sm_aviktor_rare,weapon,2,,11364,medium&smg,400,iw9_sm_aviktor,,bar_sm_long_p04+comp_sm_06,iw9_sm_aviktor_mp+ammo_9p+bar_ar_hvyshort2_p04+comp_sm_06+ironsdefault_aviktor+iw9_selectsemi+mag_sm_p04+pgrip_p04+rec_aviktor+stock_sm_p04_aviktor,x32#hash_14c,x32#hash_14c,hud_icon_weapon_sm_aviktor,,,,,,,,,,,,,,,,,,,,,,,,77,x32#hash_c7bbcaa8,0
item,brloot_weapon_sm_aviktor_epic,weapon,3,,11364,medium&smg,400,iw9_sm_aviktor,,grip_angled11+laserbox_ads02+reflex08_tall,iw9_sm_aviktor_mp+ammo_9p+bar_sm_p04+grip_angled11+iw9_selectsemi+laserbox_ads02+mag_sm_p04+pgrip_p04+rec_aviktor+reflex08_tall+stock_sm_p04_aviktor,x32#hash_14c,x32#hash_14c,hud_icon_weapon_sm_aviktor,,,,,,,,,,,,,,,,,,,,,,,,78,x32#hash_c7bbcaa8,0
item,brloot_weapon_sm_aviktor_lege,weapon,4,,11364,medium&smg,400,iw9_sm_aviktor,,comp_sm_03+grip_vert02+laserbox_ads03+mag_sm_large_p04+reflex08_tall,iw9_sm_aviktor_mp+ammo_9p+bar_sm_p04+comp_sm_03+grip_vert02+iw9_selectsemi+laserbox_ads03+mag_sm_large_p04+pgrip_p04+rec_aviktor+reflex08_tall+stock_sm_p04_aviktor,x32#hash_14c,x32#hash_14c,hud_icon_weapon_sm_aviktor,br_legendary_loot_pickup,,,,,,,,,,,,,,,,,,,,brightGold,,,79,x32#hash_c7bbcaa8,0
item,brloot_weapon_sm_beta_comm,weapon,0,,11341,medium&smg&noSpawn,400,iw9_sm_beta,,,iw9_sm_beta_mp+ammo_9m+bar_sm_lgtshort_p04+iw9_ironsdefault_beta+iw9_rec_beta+iw9_selectsemi+magheli_sm_p04+pgrip_p04+stock_sm_p04,x32#hash_c7c1acf2,x32#hash_c7fa406d,hud_icon_weapon_sm_beta,,,,,,,,,,,,,,,,,,,,,,,,80,x32#hash_c7bbcaa8,0
item,brloot_weapon_sm_beta_unco,weapon,1,,11341,medium&smg&noSpawn,400,iw9_sm_beta,,pgrip_tac_p04,iw9_sm_beta_mp+ammo_9m+bar_sm_lgtshort_p04+iw9_ironsdefault_beta+iw9_rec_beta+iw9_selectsemi+magheli_sm_p04+pgrip_tac_p04+stock_sm_p04,x32#hash_c7c1acf2,x32#hash_c7fa406d,hud_icon_weapon_sm_beta,,,,,,,,,,,,,,,,,,,,,,,,81,x32#hash_c7bbcaa8,0
item,brloot_weapon_sm_beta_rare,weapon,2,,11341,medium&smg&noSpawn,400,iw9_sm_beta,,comp_sm_01+laserbox_hip01,iw9_sm_beta_mp+ammo_9m+bar_sm_lgtshort_p04+comp_sm_01+iw9_ironsdefault_beta+iw9_rec_beta+iw9_selectsemi+laserbox_hip01+magheli_sm_p04+pgrip_p04+stock_sm_p04,x32#hash_c7c1acf2,x32#hash_c7fa406d,hud_icon_weapon_sm_beta,,,,,,,,,,,,,,,,,,,,,,,,82,x32#hash_c7bbcaa8,0
item,brloot_weapon_sm_beta_epic,weapon,3,,11341,medium&smg,400,iw9_sm_beta,,comp_sm_07+pgrip_ass_p04+stock_sm_light_p04,iw9_sm_beta_mp+ammo_9m+bar_sm_lgtshort_p04+comp_sm_07+iw9_ironsdefault_beta+iw9_rec_beta+iw9_selectsemi+magheli_sm_p04+pgrip_ass_p04+stock_sm_light_p04,x32#hash_c7c1acf2,x32#hash_c7fa406d,hud_icon_weapon_sm_beta,,,,,,,,,,,,,,,,,,,,,,,,83,x32#hash_c7bbcaa8,0
item,brloot_weapon_sm_beta_lege,weapon,4,,11341,medium&smg,400,iw9_sm_beta,,ammo_9m_hp+comp_sm_08+laserbox_hip03+pgrip_ass_p04+reflex08_tall,iw9_sm_beta_mp+ammo_9m_hp+bar_sm_lgtshort_p04+comp_sm_08+iw9_rec_beta+iw9_selectsemi+laserbox_hip03+magheli_sm_p04+pgrip_ass_p04+reflex08_tall+stock_sm_p04,x32#hash_c7c1acf2,x32#hash_c7fa406d,hud_icon_weapon_sm_beta,br_legendary_loot_pickup,,,,,,,,,,,,,,,,,,,,brightGold,,,84,x32#hash_c7bbcaa8,0
item,brloot_weapon_sm_victor_comm,weapon,0,,11315,medium&smg,400,iw9_sm_victor,,,iw9_sm_victor_mp+ammo_45acp+bar_sm_p10+iw9_ironsdefault_victor+iw9_rec_victor+iw9_selectsemi+mag_p10+pgrip_p10+stock_sm_light_p10,x32#hash_14c,x32#hash_14c,hud_icon_weapon_sm_victor,,,,,,,,,,,,,,,,,,,,,,,,85,x32#hash_c7bbcaa8,0
item,brloot_weapon_sm_victor_unco,weapon,1,,11315,medium&smg,400,iw9_sm_victor,,lasercyl_hip01,iw9_sm_victor_mp+ammo_45acp+bar_sm_p10+iw9_ironsdefault_victor+iw9_rec_victor+iw9_selectsemi+lasercyl_hip01+mag_p10+pgrip_p10+stock_sm_light_p10,x32#hash_14c,x32#hash_14c,hud_icon_weapon_sm_victor,,,,,,,,,,,,,,,,,,,,,,,,86,x32#hash_c7bbcaa8,0
item,brloot_weapon_sm_victor_rare,weapon,2,,11315,medium&smg,400,iw9_sm_victor,,grip_vert01+iw9_minireddot02_tall,iw9_sm_victor_mp+ammo_45acp+bar_sm_p10+grip_vert01+iw9_minireddot02_tall+iw9_rec_victor+iw9_selectsemi+mag_p10+pgrip_p10+stock_sm_light_p10,x32#hash_14c,x32#hash_14c,hud_icon_weapon_sm_victor,,,,,,,,,,,,,,,,,,,,,,,,87,x32#hash_c7bbcaa8,0
item,brloot_weapon_sm_victor_epic,weapon,3,,11315,medium&smg,400,iw9_sm_victor,,comp_sm_02+grip_vertshort01+stock_sm_tactical_p10,iw9_sm_victor_mp+ammo_45acp+bar_sm_p10+comp_sm_02+grip_vertshort01+iw9_ironsdefault_victor+iw9_rec_victor+iw9_selectsemi+mag_p10+pgrip_p10+stock_sm_tactical_p10,x32#hash_14c,x32#hash_14c,hud_icon_weapon_sm_victor,,,,,,,,,,,,,,,,,,,,,,,,88,x32#hash_c7bbcaa8,0
item,brloot_weapon_sm_victor_lege,weapon,4,,11315,medium&surpressed&smg,400,iw9_sm_victor,,barsil_sm_hvylong_p10+grip_vert04+holo06+lasercyl_hip03+stock_sm_tactical_p10,iw9_sm_victor_mp+ammo_45acp+barsil_sm_hvylong_p10+grip_vert04+holo06+iw9_rec_victor+iw9_selectsemi+lasercyl_hip03+mag_p10+pgrip_p10+stock_sm_tactical_p10,x32#hash_14c,x32#hash_14c,hud_icon_weapon_sm_victor,br_legendary_loot_pickup,,,,,,,,,,,,,,,,,,,,brightGold,,,89,x32#hash_c7bbcaa8,0
item,brloot_weapon_sm_apapa_comm,weapon,0,,11373,medium&smg&noSpawn,400,iw9_sm_apapa,,,iw9_sm_apapa_mp+ammo_9s+bar_sm_short_p03+ironsdefault_apapa+iw9_selectsemi+mag_sm_p03+pgrip_p03+rec_apapa+stock_sm_p03_apapa,x32#hash_14c,x32#hash_c7c1ffc1,hud_icon_weapon_sm_apapa,,,,,,,,,,,,,,,,,,,,,,,,90,x32#hash_c7bbcaa8,0
item,brloot_weapon_sm_apapa_unco,weapon,1,,11373,medium&smg&noSpawn,400,iw9_sm_apapa,,pgrip_aim_p03,iw9_sm_apapa_mp+ammo_9s+bar_sm_short_p03+ironsdefault_apapa+iw9_selectsemi+mag_sm_p03+pgrip_aim_p03+rec_apapa+stock_sm_p03_apapa,x32#hash_14c,x32#hash_c7c1ffc1,hud_icon_weapon_sm_apapa,,,,,,,,,,,,,,,,,,,,,,,,91,x32#hash_c7bbcaa8,0
item,brloot_weapon_sm_apapa_rare,weapon,2,,11373,medium&smg&noSpawn,400,iw9_sm_apapa,,comp_sm_02+iw9_minireddot04_tall,iw9_sm_apapa_mp+ammo_9s+bar_sm_short_p03+comp_sm_02+iw9_minireddot04_tall+iw9_selectsemi+mag_sm_p03+pgrip_p03+rec_apapa+stock_sm_p03_apapa,x32#hash_14c,x32#hash_c7c1ffc1,hud_icon_weapon_sm_apapa,,,,,,,,,,,,,,,,,,,,,,,,92,x32#hash_c7bbcaa8,0
item,brloot_weapon_sm_apapa_epic,weapon,3,,11373,medium&smg,400,iw9_sm_apapa,,comp_sm_04+holo02+lasercyl_ads03,iw9_sm_apapa_mp+ammo_9s+bar_sm_short_p03+comp_sm_04+holo02+iw9_selectsemi+lasercyl_ads03+mag_sm_p03+pgrip_p03+rec_apapa+stock_sm_p03_apapa,x32#hash_14c,x32#hash_c7c1ffc1,hud_icon_weapon_sm_apapa,,,,,,,,,,,,,,,,,,,,,,,,93,x32#hash_c7bbcaa8,0
item,brloot_weapon_sm_apapa_lege,weapon,4,,11373,medium&surpressed&smg,400,iw9_sm_apapa,,ammo_9s_hp+holo06+lasercyl_hip01+mag_sm_large_p03+silencer07_sm,iw9_sm_apapa_mp+ammo_9s_hp+bar_sm_short_p03+holo06+iw9_selectsemi+lasercyl_hip01+mag_sm_large_p03+pgrip_p03+rec_apapa+silencer07_sm+stock_sm_p03_apapa,x32#hash_14c,x32#hash_c7c1ffc1,hud_icon_weapon_sm_apapa,br_legendary_loot_pickup,,,,,,,,,,,,,,,,,,,,brightGold,,,94,x32#hash_c7bbcaa8,0
item,brloot_weapon_sm_papa90_comm,weapon,0,,11374,medium&smg,400,iw9_sm_papa90,,,iw9_sm_papa90_mp+ammo_5x28+bar_sm_short_p07+iw9_ironsdefault_papa90+iw9_rec_papa90+mag_sm_p07+pgrip_p07+rail_sm_p07+stock_sm_light_p07,x32#hash_c7c1acf2,x32#hash_14c,hud_icon_weapon_sm_papa90,,,,,,,,,,,,,,,,,,,,,,,,95,x32#hash_c7bbcaa8,0
item,brloot_weapon_sm_papa90_unco,weapon,1,,11374,medium&smg,400,iw9_sm_papa90,,lasercyl_hip02,iw9_sm_papa90_mp+ammo_5x28+bar_sm_p07+iw9_ironsdefault_papa90+iw9_rec_papa90+lasercyl_hip02+mag_sm_p07+pgrip_p07+rail_sm_p07+stock_sm_light_p07,x32#hash_c7c1acf2,x32#hash_14c,hud_icon_weapon_sm_papa90,br_legendary_loot_pickup,,,,,,,,,,,,,,,,,,,,brightGold,,,96,x32#hash_c7bbcaa8,0
item,brloot_weapon_sm_papa90_rare,weapon,2,,11374,medium&smg,400,iw9_sm_papa90,,comp_sm_07+stock_sm_assault_p07,iw9_sm_papa90_mp+ammo_5x28+bar_sm_p07+comp_sm_07+iw9_ironsdefault_papa90+iw9_rec_papa90+mag_sm_p07+pgrip_p07+rail_sm_p07+stock_sm_assault_p07,x32#hash_c7c1acf2,x32#hash_14c,hud_icon_weapon_sm_papa90,br_legendary_loot_pickup,,,,,,,,,,,,,,,,,,,,brightGold,,,97,x32#hash_c7bbcaa8,0
item,brloot_weapon_sm_papa90_epic,weapon,3,,11374,medium&smg,400,iw9_sm_papa90,,bar_sm_short_p07+comp_sm_04+iw9_minireddot02_tall,iw9_sm_papa90_mp+ammo_5x28+bar_sm_short_p07+comp_sm_04+iw9_minireddot02_tall+iw9_rec_papa90+mag_sm_p07+pgrip_p07+rail_sm_p07+stock_sm_light_p07,x32#hash_c7c1acf2,x32#hash_14c,hud_icon_weapon_sm_papa90,br_legendary_loot_pickup,,,,,,,,,,,,,,,,,,,,brightGold,,,98,x32#hash_c7bbcaa8,0
item,brloot_weapon_sm_papa90_lege,weapon,4,,11374,medium&smg,400,iw9_sm_papa90,,bar_sm_short_p07+comp_sm_06+holo02+lasercyl_hip04+stock_sm_heavy_p07,iw9_sm_papa90_mp+ammo_5x28+bar_sm_short_p07+comp_sm_06+holo02+iw9_rec_papa90+lasercyl_hip04+mag_sm_p07+pgrip_p07+rail_sm_p07+stock_sm_heavy_p07,x32#hash_c7c1acf2,x32#hash_14c,hud_icon_weapon_sm_papa90,br_legendary_loot_pickup,,,,,,,,,,,,,,,,,,,,brightGold,,,99,x32#hash_c7bbcaa8,0
item,brloot_weapon_sm_mpapa7_comm,weapon,0,,11311,medium&smg,400,iw9_sm_mpapa7,,,iw9_sm_mpapa7_mp+ammo_4x30+bar_sm_p09+ironsdefault_mpapa7+mag_sm_p09+pgrip_p09+rec_mpapa7+stock_sm_light_p09,x32#hash_14c,x32#hash_c7c1ff9c,hud_icon_weapon_sm_mpapa7,,,,,,,,,,,,,,,,,,,,,,,,105,x32#hash_c7bbcaa8,0
item,brloot_weapon_sm_mpapa7_unco,weapon,1,,11311,medium&smg,400,iw9_sm_mpapa7,,pgrip_ass_p09,iw9_sm_mpapa7_mp+ammo_4x30+bar_sm_p09+ironsdefault_mpapa7+mag_sm_p09+pgrip_ass_p09+rec_mpapa7+stock_sm_light_p09,x32#hash_14c,x32#hash_c7c1ff9c,hud_icon_weapon_sm_mpapa7,,,,,,,,,,,,,,,,,,,,,,,,106,x32#hash_c7bbcaa8,0
item,brloot_weapon_sm_mpapa7_rare,weapon,2,,11311,medium&smg,400,iw9_sm_mpapa7,,grip_vertshort07+lasercyl_hip02,iw9_sm_mpapa7_mp+ammo_4x30+bar_sm_p09+grip_vertshort07+ironsdefault_mpapa7+lasercyl_hip02+mag_sm_p09+pgrip_p09+rec_mpapa7+stock_sm_light_p09,x32#hash_14c,x32#hash_c7c1ff9c,hud_icon_weapon_sm_mpapa7,,,,,,,,,,,,,,,,,,,,,,,,107,x32#hash_c7bbcaa8,0
item,brloot_weapon_sm_mpapa7_epic,weapon,3,,11311,medium&smg,400,iw9_sm_mpapa7,,comp_sm_03+iw9_minireddot06_tall+mag_sm_large_p09,iw9_sm_mpapa7_mp+ammo_4x30+bar_sm_p09+comp_sm_03+iw9_minireddot06_tall+mag_sm_large_p09+pgrip_p09+rec_mpapa7+stock_sm_light_p09,x32#hash_14c,x32#hash_c7c1ff9c,hud_icon_weapon_sm_mpapa7,,,,,,,,,,,,,,,,,,,,,,,,108,x32#hash_c7bbcaa8,0
item,brloot_weapon_sm_mpapa7_lege,weapon,4,,11311,medium&surpressed&smg,400,iw9_sm_mpapa7,,grip_vert02+holo02+lasercyl_hip03+mag_sm_large_p09+silencer05_sm,iw9_sm_mpapa7_mp+ammo_4x30+bar_sm_p09+grip_vert02+holo02+lasercyl_hip03+mag_sm_large_p09+pgrip_p09+rec_mpapa7+silencer05_sm+stock_sm_light_p09,x32#hash_14c,x32#hash_c7c1ff9c,hud_icon_weapon_sm_mpapa7,br_legendary_loot_pickup,,,,,,,,,,,,,,,,,,,,brightGold,,,109,x32#hash_c7bbcaa8,0
item,brloot_weapon_ar_scharlie_elim_hvt,weapon,1,,11302,nobr&medium&ar,40,iw9_ar_scharlie,,comp_ar_03+mag_ar_large_p05,iw9_ar_scharlie_mp+ammo_556n+bar_ar_p05+iw9_ironsdefault_scharlie+iw9_rec_scharlie+iw9_selectsemi+mag_ar_p05+pgrip_p05+stock_ar_p05,x32#hash_c7c1b0b9,x32#hash_c7c1fe84,hud_icon_weapon_m4_l,,,,,,,,,,,,,,,,,,,,,,,,110,x32#hash_c7bbcaa8,0
item,brloot_attachment_scope,attachment,0,1,3133,medium,200,,,,,x32#hash_c7bbcaa8,x32#hash_c7bbcaa8,,,,,3,,,,,,,,,,,,,,,3,,,,,,x32#hash_c7bbcaa8,0
