string,string,localized,localized,string,string,string,string,string
1745,iw9_ch_gs_sm_mpapa7_camo_09b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_NOATTACHMENTS_DESC,5|10|15|25|35|45|55|65|75,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|375|375|500|500|625|625,,
3079,iw9_ch_gs_sm_mpapa7_camo_10b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_STREAKS_DESC,2|4|6|8|10|13|16|19|25,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|375|375|500|500|625|625,,
1770,iw9_ch_gs_sm_papa90_camo_01b,&CHALLENGE/NAME_NONE,&CHALLENGE/GS_KILLS,25|50|75|100|150|225|300|400|500,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|375|375|500|500|625|625,,
911,iw9_ch_gs_sm_papa90_camo_02b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_HEADSHOTS_DESC,5|10|15|20|30|45|60|80|100,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|375|375|500|500|625|625,,
3046,iw9_ch_gs_sm_papa90_camo_03b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_STANCECHANGE_DESC,5|10|15|25|35|50|70|90|110,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|375|375|500|500|625|625,,
3105,iw9_ch_gs_sm_papa90_camo_04b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_HIPFIRE_DESC,5|10|15|20|30|45|60|75|100,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|375|375|500|500|625|625,,
1801,iw9_ch_gs_sm_papa90_camo_05b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_DISTANCESHOT_DESC,2|5|10|15|20|25|30|40|50,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|375|375|500|500|625|625,,
2622,iw9_ch_gs_sm_papa90_camo_06b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_MOUNTED_DESC,2|5|10|15|20|25|30|40|50,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|375|375|500|500|625|625,,
456,iw9_ch_gs_sm_papa90_camo_07b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_FULLATTACHMENTS_DESC,10|25|40|55|70|100|150|200|250,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|375|375|500|500|625|625,,
629,iw9_ch_gs_sm_papa90_camo_08b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_RELOADKILL_DESC,2|5|10|15|20|25|30|35|40,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|375|375|500|500|625|625,,
844,iw9_ch_gs_sm_papa90_camo_09b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_NOATTACHMENTS_DESC,5|10|15|25|35|45|55|65|75,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|375|375|500|500|625|625,,
2015,iw9_ch_gs_sm_papa90_camo_10b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_STREAKS_DESC,2|4|6|8|10|13|16|19|25,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|375|375|500|500|625|625,,
980,iw9_ch_gs_sm_uzulu_camo_01b,&CHALLENGE/NAME_NONE,&CHALLENGE/GS_KILLS,25|50|75|100|150|225|300|400|500,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|375|375|500|500|625|625,,
2674,iw9_ch_gs_sm_uzulu_camo_02b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_HEADSHOTS_DESC,5|10|15|20|30|45|60|80|100,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|375|375|500|500|625|625,,
255,iw9_ch_gs_sm_uzulu_camo_03b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_STANCECHANGE_DESC,5|10|15|25|35|50|70|90|110,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|375|375|500|500|625|625,,
3102,iw9_ch_gs_sm_uzulu_camo_04b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_HIPFIRE_DESC,5|10|15|20|30|45|60|75|100,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|375|375|500|500|625|625,,
898,iw9_ch_gs_sm_uzulu_camo_05b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_DISTANCESHOT_DESC,2|5|10|15|20|25|30|40|50,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|375|375|500|500|625|625,,
2692,iw9_ch_gs_sm_uzulu_camo_06b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_MOUNTED_DESC,2|5|10|15|20|25|30|40|50,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|375|375|500|500|625|625,,
1011,iw9_ch_gs_sm_uzulu_camo_07b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_FULLATTACHMENTS_DESC,10|25|40|55|70|100|150|200|250,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|375|375|500|500|625|625,,
3808,iw9_ch_gs_sm_uzulu_camo_08b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_RELOADKILL_DESC,2|5|10|15|20|25|30|35|40,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|375|375|500|500|625|625,,
1832,iw9_ch_gs_sm_uzulu_camo_09b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_NOATTACHMENTS_DESC,5|10|15|25|35|45|55|65|75,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|375|375|500|500|625|625,,
2822,iw9_ch_gs_sm_uzulu_camo_10b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_STREAKS_DESC,2|4|6|8|10|13|16|19|25,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|375|375|500|500|625|625,,
1769,iw9_ch_gs_sn_alpha50_camo_01b,&CHALLENGE/NAME_NONE,&CHALLENGE/GS_KILLS,25|50|75|100|150|200|275|350|450,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|500|625|750,,
864,iw9_ch_gs_sn_alpha50_camo_02b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_HEADSHOTS_DESC,5|10|15|20|25|30|40|50|60,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|500|625|750,,
2838,iw9_ch_gs_sn_alpha50_camo_03b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_STANCECHANGE_DESC,5|10|15|20|25|30|35|40|50,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|500|625|750,,
583,iw9_ch_gs_sn_alpha50_camo_04b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_ONESHOT_DESC,5|10|15|20|25|30|35|40|50,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|500|625|750,,
908,iw9_ch_gs_sn_alpha50_camo_05b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_FULLATTACHMENTS_DESC,10|20|30|40|50|70|90|120|150,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|500|625|750,,
3865,iw9_ch_gs_sn_alpha50_camo_06b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_DISTANCESHOT_DESC,5|10|15|20|25|30|35|40|50,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|500|625|750,,
220,iw9_ch_gs_sn_alpha50_camo_07b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_HOLDBREATH_DESC,5|10|15|20|25|30|35|40|50,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|500|625|750,,
4118,iw9_ch_gs_sn_alpha50_camo_08b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_DOUBLEKILL_DESC,2|4|6|8|10|13|16|19|25,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|500|625|750,,
558,iw9_ch_gs_sn_alpha50_camo_09b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_NOATTACHMENTS_DESC,5|10|15|25|35|45|55|65|75,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|500|625|750,,
2968,iw9_ch_gs_sn_alpha50_camo_10b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_STREAKS_DESC,2|4|6|8|10|13|16|19|25,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|500|625|750,,
1897,iw9_ch_gs_sn_delta_camo_01b,&CHALLENGE/NAME_NONE,&CHALLENGE/GS_KILLS,25|50|75|100|150|200|275|350|450,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|500|625|750,,
805,iw9_ch_gs_sn_delta_camo_02b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_HEADSHOTS_DESC,5|10|15|20|25|30|40|50|60,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|500|625|750,,
801,iw9_ch_gs_sn_delta_camo_03b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_STANCECHANGE_DESC,5|10|15|20|25|30|35|40|50,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|500|625|750,,
1068,iw9_ch_gs_sn_delta_camo_04b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_ONESHOT_DESC,5|10|15|20|25|30|35|40|50,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|500|625|750,,
610,iw9_ch_gs_sn_delta_camo_05b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_FULLATTACHMENTS_DESC,10|20|30|40|50|70|90|120|150,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|500|625|750,,
449,iw9_ch_gs_sn_delta_camo_06b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_DISTANCESHOT_DESC,5|10|15|20|25|30|35|40|50,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|500|625|750,,
655,iw9_ch_gs_sn_delta_camo_07b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_HOLDBREATH_DESC,5|10|15|20|25|30|35|40|50,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|500|625|750,,
2785,iw9_ch_gs_sn_delta_camo_08b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_DOUBLEKILL_DESC,2|4|6|8|10|13|16|19|25,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|500|625|750,,
308,iw9_ch_gs_sn_delta_camo_09b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_NOATTACHMENTS_DESC,5|10|15|25|35|45|55|65|75,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|500|625|750,,
633,iw9_ch_gs_sn_delta_camo_10b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_STREAKS_DESC,2|4|6|8|10|13|16|19|25,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|500|625|750,,
3943,iw9_ch_gs_sn_hdromeo_camo_01b,&CHALLENGE/NAME_NONE,&CHALLENGE/GS_KILLS,25|50|75|100|150|200|275|350|450,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|500|625|750,,
3822,iw9_ch_gs_sn_hdromeo_camo_02b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_HEADSHOTS_DESC,5|10|15|20|25|30|40|50|60,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|500|625|750,,
476,iw9_ch_gs_sn_hdromeo_camo_03b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_STANCECHANGE_DESC,5|10|15|20|25|30|35|40|50,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|500|625|750,,
263,iw9_ch_gs_sn_hdromeo_camo_04b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_ONESHOT_DESC,5|10|15|20|25|30|35|40|50,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|500|625|750,,
1751,iw9_ch_gs_sn_hdromeo_camo_05b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_FULLATTACHMENTS_DESC,10|20|30|40|50|70|90|120|150,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|500|625|750,,
1065,iw9_ch_gs_sn_hdromeo_camo_06b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_DISTANCESHOT_DESC,5|10|15|20|25|30|35|40|50,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|500|625|750,,
1974,iw9_ch_gs_sn_hdromeo_camo_07b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_HOLDBREATH_DESC,5|10|15|20|25|30|35|40|50,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|500|625|750,,
2676,iw9_ch_gs_sn_hdromeo_camo_08b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_DOUBLEKILL_DESC,2|4|6|8|10|13|16|19|25,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|500|625|750,,
1948,iw9_ch_gs_sn_hdromeo_camo_09b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_NOATTACHMENTS_DESC,5|10|15|25|35|45|55|65|75,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|500|625|750,,
903,iw9_ch_gs_sn_hdromeo_camo_10b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_STREAKS_DESC,2|4|6|8|10|13|16|19|25,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|500|625|750,,
4051,iw9_ch_gs_sn_kilo98_camo_01b,&CHALLENGE/NAME_NONE,&CHALLENGE/GS_KILLS,25|50|75|100|150|200|275|350|450,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|500|625|750,,
182,iw9_ch_gs_sn_kilo98_camo_02b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_HEADSHOTS_DESC,5|10|15|20|25|30|40|50|60,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|500|625|750,,
382,iw9_ch_gs_sn_kilo98_camo_03b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_STANCECHANGE_DESC,5|10|15|20|25|30|35|40|50,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|500|625|750,,
2605,iw9_ch_gs_sn_kilo98_camo_04b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_ONESHOT_DESC,5|10|15|20|25|30|35|40|50,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|500|625|750,,
580,iw9_ch_gs_sn_kilo98_camo_05b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_FULLATTACHMENTS_DESC,10|20|30|40|50|70|90|120|150,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|500|625|750,,
718,iw9_ch_gs_sn_kilo98_camo_06b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_DISTANCESHOT_DESC,5|10|15|20|25|30|35|40|50,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|500|625|750,,
4050,iw9_ch_gs_sn_kilo98_camo_07b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_HOLDBREATH_DESC,5|10|15|20|25|30|35|40|50,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|500|625|750,,
1796,iw9_ch_gs_sn_kilo98_camo_08b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_DOUBLEKILL_DESC,2|4|6|8|10|13|16|19|25,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|500|625|750,,
678,iw9_ch_gs_sn_kilo98_camo_09b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_NOATTACHMENTS_DESC,5|10|15|25|35|45|55|65|75,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|500|625|750,,
4063,iw9_ch_gs_sn_kilo98_camo_10b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_STREAKS_DESC,2|4|6|8|10|13|16|19|25,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|500|625|750,,
983,iw9_ch_gs_sn_mike14_camo_01b,&CHALLENGE/NAME_NONE,&CHALLENGE/GS_KILLS,25|50|75|100|150|200|275|350|450,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|500|625|750,,
329,iw9_ch_gs_sn_mike14_camo_02b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_HEADSHOTS_DESC,5|10|15|20|25|30|40|50|60,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|500|625|750,,
2779,iw9_ch_gs_sn_mike14_camo_03b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_STANCECHANGE_DESC,5|10|15|20|25|30|35|40|50,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|500|625|750,,
3929,iw9_ch_gs_sn_mike14_camo_04b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_ONESHOT_DESC,5|10|15|20|25|30|35|40|50,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|500|625|750,,
483,iw9_ch_gs_sn_mike14_camo_05b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_FULLATTACHMENTS_DESC,10|20|30|40|50|70|90|120|150,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|500|625|750,,
1727,iw9_ch_gs_sn_mike14_camo_06b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_DISTANCESHOT_DESC,5|10|15|20|25|30|35|40|50,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|500|625|750,,
395,iw9_ch_gs_sn_mike14_camo_07b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_HOLDBREATH_DESC,5|10|15|20|25|30|35|40|50,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|500|625|750,,
1985,iw9_ch_gs_sn_mike14_camo_08b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_DOUBLEKILL_DESC,2|4|6|8|10|13|16|19|25,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|500|625|750,,
1903,iw9_ch_gs_sn_mike14_camo_09b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_NOATTACHMENTS_DESC,5|10|15|25|35|45|55|65|75,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|500|625|750,,
4033,iw9_ch_gs_sn_mike14_camo_10b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_STREAKS_DESC,2|4|6|8|10|13|16|19|25,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|500|625|750,,
470,iw9_ch_gs_sn_sbeta_camo_01b,&CHALLENGE/NAME_NONE,&CHALLENGE/GS_KILLS,25|50|75|100|150|200|275|350|450,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|500|625|750,,
831,iw9_ch_gs_sn_sbeta_camo_02b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_HEADSHOTS_DESC,5|10|15|20|25|30|40|50|60,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|500|625|750,,
2984,iw9_ch_gs_sn_sbeta_camo_03b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_STANCECHANGE_DESC,5|10|15|20|25|30|35|40|50,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|500|625|750,,
2860,iw9_ch_gs_sn_sbeta_camo_04b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_ONESHOT_DESC,5|10|15|20|25|30|35|40|50,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|500|625|750,,
2867,iw9_ch_gs_sn_sbeta_camo_05b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_FULLATTACHMENTS_DESC,10|20|30|40|50|70|90|120|150,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|500|625|750,,
2603,iw9_ch_gs_sn_sbeta_camo_06b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_DISTANCESHOT_DESC,5|10|15|20|25|30|35|40|50,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|500|625|750,,
2611,iw9_ch_gs_sn_sbeta_camo_07b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_HOLDBREATH_DESC,5|10|15|20|25|30|35|40|50,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|500|625|750,,
530,iw9_ch_gs_sn_sbeta_camo_08b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_DOUBLEKILL_DESC,2|4|6|8|10|13|16|19|25,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|500|625|750,,
142,iw9_ch_gs_sn_sbeta_camo_09b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_NOATTACHMENTS_DESC,5|10|15|25|35|45|55|65|75,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|500|625|750,,
162,iw9_ch_gs_sn_sbeta_camo_10b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_STREAKS_DESC,2|4|6|8|10|13|16|19|25,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|250|375|375|500|625|750,,
852,iw9_iw8_pi_golf21_gold_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_GOLD_UNLOCK_TEXT,,2001100,,,
2973,iw9_iw8_pi_papa320_gold_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_GOLD_UNLOCK_TEXT,,2002100,,,
1076,iw9_iw8_pi_decho_gold_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_GOLD_UNLOCK_TEXT,,2003100,,,
96,iw9_iw8_pi_mike1911_gold_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_GOLD_UNLOCK_TEXT,,2004100,,,
2708,iw9_iw8_pi_cpapa_gold_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_GOLD_UNLOCK_TEXT,,2005100,,,
336,iw9_iw8_sm_mpapa5_gold_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_GOLD_UNLOCK_TEXT,,2006100,,,
677,iw9_iw8_sm_beta_gold_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_GOLD_UNLOCK_TEXT,,2007100,,,
3816,iw9_iw8_sm_augolf_gold_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_GOLD_UNLOCK_TEXT,,2008100,,,
4111,iw9_iw8_sm_papa90_gold_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_GOLD_UNLOCK_TEXT,,2009100,,,
3996,iw9_iw8_sm_mpapa7_gold_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_GOLD_UNLOCK_TEXT,,2010100,,,
577,iw9_iw8_sm_uzulu_gold_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_GOLD_UNLOCK_TEXT,,2011100,,,
907,iw9_iw8_me_riotshield_gold_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_GOLD_UNLOCK_TEXT,,2013100,,,
1993,iw9_iw8_ar_mike4_gold_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_GOLD_UNLOCK_TEXT,,2015100,,,
3038,iw9_iw8_ar_akilo47_gold_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_GOLD_UNLOCK_TEXT,,2016100,,,
361,iw9_iw8_ar_asierra12_gold_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_GOLD_UNLOCK_TEXT,,2017100,,,
2686,iw9_iw8_ar_falpha_gold_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_GOLD_UNLOCK_TEXT,,2018100,,,
832,iw9_iw8_ar_mcharlie_gold_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_GOLD_UNLOCK_TEXT,,2019100,,,
3906,iw9_iw8_ar_kilo433_gold_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_GOLD_UNLOCK_TEXT,,2020100,,,
2758,iw9_iw8_ar_falima_gold_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_GOLD_UNLOCK_TEXT,,2021100,,,
128,iw9_iw8_ar_scharlie_gold_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_GOLD_UNLOCK_TEXT,,2022100,,,
4001,iw9_iw8_la_rpapa7_gold_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_GOLD_UNLOCK_TEXT,,2023100,,,
2955,iw9_iw8_la_gromeo_gold_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_GOLD_UNLOCK_TEXT,,2024100,,,
215,iw9_iw8_la_juliet_gold_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_GOLD_UNLOCK_TEXT,,2025100,,,
2738,iw9_iw8_la_kgolf_gold_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_GOLD_UNLOCK_TEXT,,2026100,,,
2909,iw9_iw8_sn_mike14_gold_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_GOLD_UNLOCK_TEXT,,2027100,,,
94,iw9_iw8_sn_kilo98_gold_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_GOLD_UNLOCK_TEXT,,2028100,,,
880,iw9_iw8_sn_sbeta_gold_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_GOLD_UNLOCK_TEXT,,2029100,,,
3932,iw9_iw8_sn_alpha50_gold_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_GOLD_UNLOCK_TEXT,,2030100,,,
3860,iw9_iw8_sn_delta_gold_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_GOLD_UNLOCK_TEXT,,2031100,,,
2606,iw9_iw8_sn_hdromeo_gold_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_GOLD_UNLOCK_TEXT,,2032100,,,
707,iw9_iw8_sh_dpapa12_gold_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_GOLD_UNLOCK_TEXT,,2034100,,,
2918,iw9_iw8_sh_oscar12_gold_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_GOLD_UNLOCK_TEXT,,2035100,,,
1123,iw9_iw8_sh_charlie725_gold_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_GOLD_UNLOCK_TEXT,,2036100,,,
168,iw9_iw8_sh_romeo870_gold_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_GOLD_UNLOCK_TEXT,,2037100,,,
765,iw9_iw8_lm_kilo121_gold_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_GOLD_UNLOCK_TEXT,,2038100,,,
618,iw9_iw8_lm_pkilo_gold_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_GOLD_UNLOCK_TEXT,,2039100,,,
2920,iw9_iw8_lm_lima86_gold_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_GOLD_UNLOCK_TEXT,,2040100,,,
