xhash,localized_a,localized_a,localized_a,string,xhash,string,string,string,localized_a,string,string,string,string,string,localized_a,string,xhash,localized_a,string,xhash,string,string,xhash,string,string,xhash,string,string,xhash,string,localized_a,int
#cp_sentry,a&,a&KILLSTREAKS/SENTRY,a&COOP_CRAFTING/READY_ACTIVATION,hud_icon_killstreak_sentry,#hash_6a12aa2df2374e12,killstreak_splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#cp_molotov,a&,a&COOP_CRAFTING/MOLOTOV,a&COOP_CRAFTING/READY_ACTIVATION,cp_crafted_icon_molotov,#hash_6a12aa2df2374e12,killstreak_splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_53f4a27c225a3434,a&,a&COOP_CRAFTING/NVG,a&COOP_CRAFTING/READY_ACTIVATION,ui_icon_nvg,#hash_6a12aa2df2374e12,killstreak_splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_c4409313858f2f02,a&,a&COOP_CRAFTING/DRONE_STRIKE,a&COOP_CRAFTING/READY_ACTIVATION,hud_icon_killstreak_cruise_missile,#hash_6a12aa2df2374e12,killstreak_splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#cp_ac130,a&,a&KILLSTREAKS/AC130,a&COOP_CRAFTING/READY_ACTIVATION,hud_icon_killstreak_ac130,#hash_6a12aa2df2374e12,killstreak_splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_ae370f35cfa100fd,a&,a&KILLSTREAKS/CHOPPER_GUNNER,a&COOP_CRAFTING/READY_ACTIVATION,hud_icon_killstreak_apache,#hash_6a12aa2df2374e12,killstreak_splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_cf663a0feea4056c,a&,a&COOP_CRAFTING/GRENADE_LAUNCHER,a&COOP_CRAFTING/READY_ACTIVATION,icon_weapon_la_mike32,#hash_6a12aa2df2374e12,killstreak_splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_614c9c1cfc480ab0,a&,a&KILLSTREAKS/MANUAL_TURRET,a&COOP_CRAFTING/READY_ACTIVATION,hud_icon_killstreak_turret,#hash_6a12aa2df2374e12,killstreak_splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_562bbeb1bdea41a0,a&,a&COOP_CRAFTING/DEPLOYABLE_COVER,a&COOP_CRAFTING/READY_ACTIVATION,hud_icon_equipment_tac_cover,#hash_6a12aa2df2374e12,killstreak_splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#cp_adrenaline,a&,a&COOP_CRAFTING/HEALTH_PACK,a&COOP_CRAFTING/READY_ACTIVATION,cp_crafted_icon_adrenaline,#hash_6a12aa2df2374e12,killstreak_splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_794a127455e322b8,a&,a&KILLSTREAKS/PRECISION_AIRSTRIKE,a&COOP_CRAFTING/READY_ACTIVATION,hud_icon_killstreak_airstrike,#hash_6a12aa2df2374e12,killstreak_splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_daf4febd8c976e49,a&,a&COOP_CRAFTING/THERMITE_LAUNCHER,a&COOP_CRAFTING/READY_ACTIVATION,placeholder_x,#hash_6a12aa2df2374e12,killstreak_splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_893361e73f67569a,a&,a&COOP_CRAFTING/C4_LAUNCHER,a&COOP_CRAFTING/READY_ACTIVATION,placeholder_x,#hash_6a12aa2df2374e12,killstreak_splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_836ee147c8702df7,a&,a&COOP_CRAFTING/MOLOTOV_LAUNCHER,a&COOP_CRAFTING/READY_ACTIVATION,placeholder_x,#hash_6a12aa2df2374e12,killstreak_splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#cp_respawn,a&,a&COOP_CRAFTING/RESPAWN,a&COOP_CRAFTING/READY_ACTIVATION,cp_hud_revive,#hash_6a12aa2df2374e12,killstreak_splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_1ad8c9390bdcf0ae,a&,a&KILLSTREAKS/TOMA_STRIKE,a&COOP_CRAFTING/READY_ACTIVATION,hud_icon_killstreak_tomastrike,#hash_6a12aa2df2374e12,killstreak_splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_1ef58d798dd3cffd,a&,a&COOP_CRAFTING/AMMO_CRATE_SPLASH,a&COOP_CRAFTING/AMMO_CRATE_SPLASH,hud_icon_splash_kill,#,playercard_splash,global,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_5e3819bb2b43b3b6,a&,a&COOP_CRAFTING/ARMOR_SPLASH,a&COOP_CRAFTING/ARMOR_SPLASH,hud_icon_splash_kill,#,playercard_splash,global,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_6d92363e8830ec6b,a&,a&COOP_CRAFTING/GRENADE_CRATE_SPLASH,a&COOP_CRAFTING/GRENADE_CRATE_SPLASH,hud_icon_splash_kill,#,playercard_splash,global,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_f8615d4cec7514e8,a&,a&COOP_CRAFTING/SENTRY_SPLASH,a&COOP_CRAFTING/SENTRY_SPLASH,hud_icon_splash_kill,#,playercard_splash,global,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_ba7e91c99dad6fea,a&,a&COOP_CRAFTING/DRONE_SPLASH,a&COOP_CRAFTING/DRONE_SPLASH,hud_icon_splash_kill,#,playercard_splash,global,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_57f6eb7965806701,a&,a&KILLSTREAKS/AC130,a&SPLASHES/KILLSTREAK_USE,hud_icon_splash_kill,#,playercard_splash,global,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_a8bf9897ec6b33d9,a&,a&KILLSTREAKS/CHOPPER_GUNNER,a&SPLASHES/KILLSTREAK_USE,hud_icon_splash_kill,#,playercard_splash,global,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_ef20f946bd58a630,a&,a&COOP_CRAFTING/GRENADE_LAUNCHER,a&SPLASHES/KILLSTREAK_USE,hud_icon_splash_kill,#,playercard_splash,global,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_b35cb5db9a6a84b4,a&,a&KILLSTREAKS/MANUAL_TURRET,a&COOP_CRAFTING/SENTRY_SPLASH,hud_icon_splash_kill,#,playercard_splash,global,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#cp_used_deployable_cover,a&,a&COOP_CRAFTING/DEPLOYABLE_COVER_SPLASH,a&COOP_CRAFTING/DEPLOYABLE_COVER_SPLASH,hud_icon_splash_kill,#,playercard_splash,global,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_f2c204be8c246914,a&,a&COOP_CRAFTING/HEALTH_PACK_SPLASH,a&COOP_CRAFTING/HEALTH_PACK_SPLASH,hud_icon_splash_kill,#,playercard_splash,global,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#cp_used_precision_airstrike,a&,a&KILLSTREAKS/PRECISION_AIRSTRIKE,a&SPLASHES/KILLSTREAK_USE,hud_icon_splash_kill,#,playercard_splash,global,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#cp_used_assault_drone,a&,a&COOP_CRAFTING/ASSAULT_DRONE_USED,a&COOP_CRAFTING/ASSAULT_DRONE_USED,hud_icon_splash_kill,#,playercard_splash,global,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_98259ca1bdecc835,a&,a&COOP_GAME_PLAY/USED_REVIVE_TEAM,a&COOP_CRAFTING/RESPAWN_USED,hud_icon_splash_kill,#,playercard_splash,global,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#cp_used_self_revive,a&,a&COOP_GAME_PLAY/SELF_REVIVE_USED,a&COOP_GAME_PLAY/SELF_REVIVE_USED,hud_icon_splash_kill,#,playercard_splash,global,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_a6e68be50910e975,a&,a&COOP_GAME_PLAY/SKIPTIMER_USED_SPLASH,a&COOP_GAME_PLAY/SKIPTIMER_USED_SPLASH,hud_icon_splash_kill,#,playercard_splash,global,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#cp_self_revive,a&,a&COOP_GAME_PLAY/SELF_REVIVE_USED,a&COOP_GAME_PLAY/SELF_REVIVE_USED,hud_icon_splash_kill,#ui_splash_screen_default,merit_splash,killstreak,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_e5a45ec416d8077e,a&,a&LUA_MENU_CP/SUPER_DRONE_READY,a&COOP_GAME_PLAY/SUPER_BUTTON_KEYS,hud_icon_killstreak_radardrone_recon,#ui_splash_camo_slam,killstreak_splash,super,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#cp_super_revive,a&,a&LUA_MENU_CP/SUPER_REVIVE_READY,a&COOP_GAME_PLAY/SUPER_BUTTON_KEYS,hud_icon_fieldupgrade_stim_pistol,#ui_splash_camo_slam,killstreak_splash,super,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#cp_super_armor,a&,a&LUA_MENU_CP/SUPER_ARMOR_READY,a&COOP_GAME_PLAY/SUPER_BUTTON_KEYS,hud_icon_fieldupgrade_armor_box,#ui_splash_camo_slam,killstreak_splash,super,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_aa454ee2c20007b9,a&,a&LUA_MENU_CP/SUPER_STOPPING_POWER_READY,a&COOP_GAME_PLAY/SUPER_BUTTON_KEYS,hud_icon_fieldupgrade_stopping_power,#ui_splash_camo_slam,killstreak_splash,super,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_6f28740b31b8646f,a&,a&LUA_MENU_CP/SUPER_EMP_READY,a&COOP_GAME_PLAY/SUPER_BUTTON_KEYS,hud_icon_killstreak_emp_drone,#ui_splash_camo_slam,killstreak_splash,super,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#cp_super_snapshot_pulse,a&,a&LUA_MENU_CP/SUPER_MARK_READY,a&COOP_GAME_PLAY/SUPER_BUTTON_KEYS,hud_icon_fieldupgrade_sonar_pulse,#ui_splash_camo_slam,killstreak_splash,super,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#cp_super_snapshot_pulse_kbm,a&,a&LUA_MENU_CP/SUPER_MARK_READY,a&COOP_GAME_PLAY/SUPER_BUTTON_KEYS_KBM,hud_icon_fieldupgrade_sonar_pulse,#ui_splash_camo_slam,killstreak_splash,super,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_f21413a9a58e64c3,a&,a&LUA_MENU_CP/SUPER_AMMO_READY,a&COOP_GAME_PLAY/SUPER_BUTTON_KEYS,icon_weapon_la_mike32,#ui_splash_camo_slam,killstreak_splash,super,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_59080013e4a049,a&,a&LUA_MENU_CP/SUPER_DRONE_READY,a&COOP_GAME_PLAY/SUPER_BUTTON_KEYS_KBM,hud_icon_killstreak_radardrone_recon,#ui_splash_camo_slam,killstreak_splash,super,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#cp_super_revive_kbm,a&,a&LUA_MENU_CP/SUPER_REVIVE_READY,a&COOP_GAME_PLAY/SUPER_BUTTON_KEYS_KBM,hud_icon_fieldupgrade_stim_pistol,#ui_splash_camo_slam,killstreak_splash,super,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#cp_super_armor_kbm,a&,a&LUA_MENU_CP/SUPER_ARMOR_READY,a&COOP_GAME_PLAY/SUPER_BUTTON_KEYS_KBM,hud_icon_fieldupgrade_armor_box,#ui_splash_camo_slam,killstreak_splash,super,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_a63874c053651842,a&,a&LUA_MENU_CP/SUPER_STOPPING_POWER_READY,a&COOP_GAME_PLAY/SUPER_BUTTON_KEYS_KBM,hud_icon_fieldupgrade_stopping_power,#ui_splash_camo_slam,killstreak_splash,super,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_2c3e21317f06943c,a&,a&LUA_MENU_CP/SUPER_EMP_READY,a&COOP_GAME_PLAY/SUPER_BUTTON_KEYS_KBM,hud_icon_killstreak_emp_drone,#ui_splash_camo_slam,killstreak_splash,super,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_866111d4a0761290,a&,a&LUA_MENU_CP/SUPER_AMMO_READY,a&COOP_GAME_PLAY/SUPER_BUTTON_KEYS_KBM,icon_weapon_la_mike32,#ui_splash_camo_slam,killstreak_splash,super,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_19328935834b56f,a&,a&SPLASHES/SQUAD_SPAWN,a&MP_BR_INGAME/INFIL_DEPLOY,hud_icon_splash_kill,#ui_splash_screen_default,merit_splash,killstreak,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#cp_super_mark_used,a&,a&LUA_MENU_CP/FIELD_ORDER_DRONE_NAME,a&,hud_icon_killstreak_radardrone_recon,#,merit_splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#cp_super_revive_used,a&,a&LUA_MENU_CP/FIELD_ORDER_TEAM_REVIVE_NAME,a&,hud_icon_fieldupgrade_team_revive,#,merit_splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#cp_super_armor_used,a&,a&LUA_MENU_CP/FIELD_ORDER_TEAM_ARMOR_NAME,a&,hud_icon_fieldupgrade_hardened_armor,#,merit_splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#cp_super_ammo_used,a&,a&LUA_MENU_CP/FIELD_ORDER_TEAM_STOPPING_POWER_NAME,a&,hud_icon_fieldupgrade_stopping_power,#,merit_splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#cp_super_sentry_used,a&,a&LUA_MENU_CP/FIELD_ORDER_EMP_DRONE_NAME,a&,hud_icon_killstreak_emp_drone,#,merit_splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#cp_super_cluster_used,a&,a&LUA_MENU_CP/FIELD_ORDER_THERMITE_LAUNCHER_NAME,a&,hud_icon_fieldupgrade_thermite_launcher,#,merit_splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_902fcfd62cfffd12,a&,a&CP_CPU_HACKING/FOUND_HACKING_INTEL,a&CP_CPU_HACKING/FOUND_INTEL_1,hud_icon_loot_intel_02,#hash_2888e5821fee6cb3,splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_902fced62cfffb5f,a&,a&CP_CPU_HACKING/FOUND_HACKING_INTEL,a&CP_CPU_HACKING/FOUND_INTEL_2,hud_icon_loot_intel_02,#hash_2888e5821fee6cb3,splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_902fcdd62cfff9ac,a&,a&CP_CPU_HACKING/FOUND_HACKING_INTEL,a&CP_CPU_HACKING/FOUND_INTEL_3,hud_icon_loot_intel_02,#hash_2888e5821fee6cb3,splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_902fccd62cfff7f9,a&,a&CP_CPU_HACKING/FOUND_HACKING_INTEL,a&CP_CPU_HACKING/FOUND_INTEL_4,hud_icon_loot_intel_02,#hash_2888e5821fee6cb3,splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_902fcbd62cfff646,a&,a&CP_CPU_HACKING/FOUND_HACKING_INTEL,a&CP_CPU_HACKING/FOUND_INTEL_5,hud_icon_loot_intel_02,#hash_2888e5821fee6cb3,splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_902fcad62cfff493,a&,a&CP_CPU_HACKING/FOUND_HACKING_INTEL,a&CP_CPU_HACKING/FOUND_INTEL_6,hud_icon_loot_intel_02,#hash_2888e5821fee6cb3,splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_902fc9d62cfff2e0,a&,a&CP_CPU_HACKING/FOUND_HACKING_INTEL,a&CP_CPU_HACKING/FOUND_INTEL_7,hud_icon_loot_intel_02,#hash_2888e5821fee6cb3,splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_902fd8d62d000c5d,a&,a&CP_CPU_HACKING/FOUND_HACKING_INTEL,a&CP_CPU_HACKING/FOUND_INTEL_8,hud_icon_loot_intel_02,#hash_2888e5821fee6cb3,splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_902fd7d62d000aaa,a&,a&CP_CPU_HACKING/FOUND_HACKING_INTEL,a&CP_CPU_HACKING/FOUND_INTEL_9,hud_icon_loot_intel_02,#hash_2888e5821fee6cb3,splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_13b4aee76fb20c6,a&,a&CP_CPU_HACKING/FOUND_HACKING_INTEL,a&CP_CPU_HACKING/FOUND_INTEL_10,hud_icon_loot_intel_02,#hash_2888e5821fee6cb3,splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_13b4bee76fb2279,a&,a&CP_CPU_HACKING/FOUND_HACKING_INTEL,a&CP_CPU_HACKING/FOUND_INTEL_11,hud_icon_loot_intel_02,#hash_2888e5821fee6cb3,splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_13b48ee76fb1d60,a&,a&CP_CPU_HACKING/FOUND_HACKING_INTEL,a&CP_CPU_HACKING/FOUND_INTEL_12,hud_icon_loot_intel_02,#hash_2888e5821fee6cb3,splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_13b49ee76fb1f13,a&,a&CP_CPU_HACKING/FOUND_HACKING_INTEL,a&CP_CPU_HACKING/FOUND_INTEL_13,hud_icon_loot_intel_02,#hash_2888e5821fee6cb3,splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_13b4eee76fb2792,a&,a&CP_CPU_HACKING/FOUND_HACKING_INTEL,a&CP_CPU_HACKING/FOUND_INTEL_14,hud_icon_loot_intel_02,#hash_2888e5821fee6cb3,splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_13b4fee76fb2945,a&,a&CP_CPU_HACKING/FOUND_HACKING_INTEL,a&CP_CPU_HACKING/FOUND_INTEL_15,hud_icon_loot_intel_02,#hash_2888e5821fee6cb3,splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_13b4cee76fb242c,a&,a&CP_CPU_HACKING/FOUND_HACKING_INTEL,a&CP_CPU_HACKING/FOUND_INTEL_16,hud_icon_loot_intel_02,#hash_2888e5821fee6cb3,splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_13b4dee76fb25df,a&,a&CP_CPU_HACKING/FOUND_HACKING_INTEL,a&CP_CPU_HACKING/FOUND_INTEL_17,hud_icon_loot_intel_02,#hash_2888e5821fee6cb3,splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_13b52ee76fb2e5e,a&,a&CP_CPU_HACKING/FOUND_HACKING_INTEL,a&CP_CPU_HACKING/FOUND_INTEL_18,hud_icon_loot_intel_02,#hash_2888e5821fee6cb3,splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_13b53ee76fb3011,a&,a&CP_CPU_HACKING/FOUND_HACKING_INTEL,a&CP_CPU_HACKING/FOUND_INTEL_19,hud_icon_loot_intel_02,#hash_2888e5821fee6cb3,splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_137e4ee76f83d9d,a&,a&CP_CPU_HACKING/FOUND_HACKING_INTEL,a&CP_CPU_HACKING/FOUND_ALL_INTEL_DESC,hud_icon_loot_intel_02,#hash_2888e5821fee6cb3,splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_641d2772c4b4cbe2,a&,a&,a&,blank,#,,,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#cp_intel_already_found,a&,a&CP_INTEL_IW9/INTEL_ALREADY_HAVE,a&CP_INTEL_IW9/FRAGMENTS_REMAINING_IN_MISSION_X,hud_icon_loot_intel_02,#hash_9471fd04b1bb9d5f,splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#cp_intel_already_found_proximity,a&,a&CP_INTEL_IW9/DISTANCE_TO_NEAREST_UNCLAIMED,a&HUD/OBJECTIVE_DISTANCE,hud_icon_loot_intel_02,#hash_ffacc5c5d58f344e,splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_da11c2486d050c53,a&,a&COOP_GAME_PLAY/INCURSION_WAVE_STARTED,a&COOP_GAME_PLAY/INCURSION_WAVE_STARTED,hud_icon_splash_kill,#ui_splash_screen_default,merit_splash,killstreak,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#cp_wave_started,a&,a&COOP_GAME_PLAY/WAVE_STARTED,a&COOP_GAME_PLAY/WAVE_STARTED,hud_icon_splash_kill,#ui_splash_screen_default,merit_splash,killstreak,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#cp_wave_ended,a&,a&COOP_GAME_PLAY/WAVE_ENDED,a&COOP_GAME_PLAY/WAVE_ENDED,hud_icon_splash_kill,#hash_642539ea8bb79a4e,merit_splash,killstreak,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#cp_recharge,a&,a&LUA_MENU_CP/RECHARGE,a&LUA_MENU_MP/SECONDS,hud_icon_splash_overtime,#hash_9471fd04b1bb9d5f,splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_916bed8693a56acd,a&,a&COOP_GAME_PLAY/MINE_EXPLODED,a&COOP_GAME_PLAY/MINE_EXPLODED,hud_icon_killstreak_sentry,#hash_1e4684df2117ba45,killstreak_splash,killstreak,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_120c0c428219f2c,a&,a&COOP_GAME_PLAY/MINE_EXPLODED,a&COOP_GAME_PLAY/MINE_EXPLODED,hud_icon_killstreak_sentry,#hash_1e4684df2117ba45,killstreak_splash,gameplay,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_120c1c42821a0df,a&,a&COOP_GAME_PLAY/MINE_EXPLODED,a&COOP_GAME_PLAY/MINE_EXPLODED,hud_icon_killstreak_sentry,#hash_1e4684df2117ba45,killstreak_splash,global,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_120bec428219bc6,a&,a&COOP_GAME_PLAY/MINE_EXPLODED,a&COOP_GAME_PLAY/MINE_EXPLODED,hud_icon_killstreak_sentry,#hash_1e4684df2117ba45,playercard_splash,global,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_e46117fc926ddeaa,a&,a&COOP_GAME_PLAY/MINE_EXPLODED,a&COOP_GAME_PLAY/MINE_EXPLODED_FARAH,ui_loot_operator_west_farah_1_2_square,#hash_1e4684df2117ba45,splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_303c3db3f4c8dbc7,a&,a&COOP_GAME_PLAY/MINE_EXPLODED,a&COOP_GAME_PLAY/MINE_EXPLODED_PRICE,ui_loot_operator_west_price_raid_square,#hash_1e4684df2117ba45,splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_f3dc50601f8809a6,a&,a&COOP_GAME_PLAY/MINE_EXPLODED,a&COOP_GAME_PLAY/MINE_EXPLODED_ALEX,ui_loot_operator_west_alex_1_1_square,#hash_1e4684df2117ba45,splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_44acd1a38a0898ba,a&,a&LUA_MENU_CP/ASSAULT_CLASS_NAME,a&LUA_MENU_CP/ASSAULT_KIT_BUFF_RANK_10_NAME,icon_role_assault,#hash_ffacc5c5d58f344e,splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_d101bcbd88b0da03,a&,a&LUA_MENU_CP/MEDIC_CLASS_NAME,a&LUA_MENU_CP/MEDIC_KIT_BUFF_RANK_10_NAME_BOTH,icon_role_medic,#hash_ffacc5c5d58f344e,splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_344da59227bda92,a&,a&LUA_MENU_CP/RECON_CLASS_NAME,a&LUA_MENU_CP/RECON_KIT_BUFF_RANK_10_NAME_BOTH,icon_role_recon,#hash_ffacc5c5d58f344e,splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#cp_revived,a&,a&COOP_GAME_PLAY/PLAYER_REVIVED,a&COOP_GAME_PLAY/PLAYER_REVIVED,hud_icon_splash_kill,#mp_bodycount_tick_positive,playercard_splash,global,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_19b0c69d78e2717,a&,a&COOP_GAME_PLAY/NEED_REVIVING,a&COOP_GAME_PLAY/NEED_REVIVING,hud_icon_splash_kill,#mp_bodycount_tick_negative,playercard_splash,global,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_6773d1f0af82b7d1,a&,a&COOP_GAME_PLAY/REVIVE_READY,a&COOP_GAME_PLAY/REVIVE_READY_DESC,cp_hud_revive,#hash_55aeae99c8139ca5,killstreak_splash,super,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_2a55fb2b232f2e27,a&,a&COOP_GAME_PLAY/REINFORCEMENTS_DEPLOYED,a&COOP_GAME_PLAY/REINFORCEMENTS_DEPLOYED_DESC,cp_hud_revive,#hash_1ea388e6f81bdc7,killstreak_splash,super,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#cp_respawn_buy_ready,a&,a&COOP_GAME_PLAY/RESPAWN_BUY_PLAYER,a&COOP_GAME_PLAY/RESPAWN_BUY_PLAYER_DESC,cp_hud_revive,#hash_55aeae99c8139ca5,killstreak_splash,super,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
