string,string,localized_a,localized_a,string,string,string,string,string,string,string,string,string,string,string,string,int,string,string,string,string
40864,jup_battle_beasts_9_mp,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_9,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_9_DESC,7,,,,,,,,1724259600,1724857200,,,0,MP,,,
40863,jup_battle_beasts_9_ob,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_9,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_OB_9_DESC,200,,,,,,,,1724259600,1724857200,,,0,OB,,,
40862,jup_battle_beasts_9_br,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_9,a&JUP_CHALLENGE/JUP_BATTLE_BEASTS_BR_9_DESC,7,,,,,,,5000,1724259600,1724857200,,,0,BR|LP_BR|LP_RES,,,
42406,jup_medal_grind_mastery,a&JUP_CHALLENGE/JUP_MEDAL_GRIND_MASTERY,a&JUP_CHALLENGE/JUP_MEDAL_GRIND_MASTERY_DESC,6,,69495,,aggregate,,42407|42440|42450|42460|42470|42480,,1723050000,1723647600,,,0,,,,
42407,jup_medal_grind_1,a&JUP_CHALLENGE/JUP_MEDAL_GRIND_1,a&JUP_CHALLENGE/JUP_MEDAL_GRIND_1_DESC,1500,,70938,,aggregate,,42408|42423|42431,,1723050000,1723647600,,,0,,,,
42408,jup_medal_grind_1_mp,a&JUP_CHALLENGE/JUP_MEDAL_GRIND_1_MP,a&JUP_CHALLENGE/JUP_MEDAL_GRIND_1_MP_DESC,1,,,,aggregate,,42409|42410|42411,,1723050000,1723647600,,,0,,,,
42409,jup_medal_grind_1_mp_1,a&,a&,1,,,,aggregate,,,,1723050000,1723647600,,,0,,,,
42410,jup_medal_grind_1_mp_2,a&,a&,1,,,,aggregate,,,,1723050000,1723647600,,,0,,,,
42411,jup_medal_grind_1_mp_3,a&,a&,1,,,,aggregate,,,,1723050000,1723647600,,,0,,,,
42431,jup_medal_grind_1_ob,a&JUP_CHALLENGE/JUP_MEDAL_GRIND_1_OB,a&JUP_CHALLENGE/JUP_MEDAL_GRIND_1_OB_DESC,1,,,,aggregate,,42433|42434|42435|42438,,1723050000,1723647600,,,0,,,,
42433,jup_medal_grind_1_ob_1,a&,a&,1,,,,aggregate,,,,1723050000,1723647600,,,0,OB,,,
42434,jup_medal_grind_1_ob_2,a&,a&,1,,,,aggregate,,,,1723050000,1723647600,,,0,OB,,,
42435,jup_medal_grind_1_ob_3,a&,a&,1,,,,aggregate,,,,1723050000,1723647600,,,0,OB,,,
42438,jup_medal_grind_1_ob_4,a&,a&,1,,,,aggregate,,,,1723050000,1723647600,,,0,,,,
42423,jup_medal_grind_1_br,a&JUP_CHALLENGE/JUP_MEDAL_GRIND_1_BR,a&JUP_CHALLENGE/JUP_MEDAL_GRIND_1_BR_DESC,1,,,,aggregate,,42425,,1723050000,1723647600,,,0,,,,
42425,jup_medal_grind_1_br_1,a&,a&,1,,,,aggregate,392,,,1723050000,1723647600,,,0,BR|LP_BR|LP_RES,,,
42440,jup_medal_grind_2,a&JUP_CHALLENGE/JUP_MEDAL_GRIND_2,a&JUP_CHALLENGE/JUP_MEDAL_GRIND_2_DESC,1500,,70930,,aggregate,,42490|42494|42495,,1723050000,1723647600,,,0,,,,
42490,jup_medal_grind_2_mp,a&JUP_CHALLENGE/JUP_MEDAL_GRIND_2_MP,a&JUP_CHALLENGE/JUP_MEDAL_GRIND_2_MP_DESC,1,,,,aggregate,,42491|42492|42493,,1723050000,1723647600,,,0,,,,
42491,jup_medal_grind_2_mp_1,a&,a&,1,,,,aggregate,,,,1723050000,1723647600,,,0,,,,
42492,jup_medal_grind_2_mp_2,a&,a&,1,,,,aggregate,,,,1723050000,1723647600,,,0,,,,
42493,jup_medal_grind_2_mp_3,a&,a&,1,,,,aggregate,,,,1723050000,1723647600,,,0,,,,
42495,jup_medal_grind_2_ob,a&JUP_CHALLENGE/JUP_MEDAL_GRIND_2_OB,a&JUP_CHALLENGE/JUP_MEDAL_GRIND_2_OB_DESC,1,,,,aggregate,,42496|42497,,1723050000,1723647600,,,0,,,,
42496,jup_medal_grind_2_ob_1,a&,a&,1,,,,aggregate,,,,1723050000,1723647600,,,0,OB,,,
42497,jup_medal_grind_2_ob_2,a&,a&,1,,,,aggregate,,,,1723050000,1723647600,,,0,OB,,,
42494,jup_medal_grind_2_br,a&JUP_CHALLENGE/JUP_MEDAL_GRIND_2_BR,a&JUP_CHALLENGE/JUP_MEDAL_GRIND_2_BR_DESC,1,,,,aggregate,,43844,,1723050000,1723647600,,,0,,,,
43844,jup_medal_grind_2_br_1,a&,a&,1,,,,aggregate,,,,1723050000,1723647600,,,0,BR|LP_BR|LP_RES,,,
42450,jup_medal_grind_3,a&JUP_CHALLENGE/JUP_MEDAL_GRIND_3,a&JUP_CHALLENGE/JUP_MEDAL_GRIND_3_DESC,1500,,71168,,aggregate,,42499|42503|42504,,1723050000,1723647600,,,0,,,,
42499,jup_medal_grind_3_mp,a&JUP_CHALLENGE/JUP_MEDAL_GRIND_3_MP,a&JUP_CHALLENGE/JUP_MEDAL_GRIND_3_MP_DESC,1,,,,aggregate,,42500|42501|42502|42956|42957|42958|42967,,1723050000,1723647600,,,0,,,,
42500,jup_medal_grind_3_mp_1,a&,a&,1,,,,aggregate,,,,1723050000,1723647600,,,0,,,,
42501,jup_medal_grind_3_mp_2,a&,a&,1,,,,aggregate,,,,1723050000,1723647600,,,0,,,,
42502,jup_medal_grind_3_mp_3,a&,a&,1,,,,aggregate,,,,1723050000,1723647600,,,0,,,,
42956,jup_medal_grind_3_mp_4,a&,a&,1,,,,aggregate,,,,1723050000,1723647600,,,0,,,,
42957,jup_medal_grind_3_mp_5,a&,a&,1,,,,aggregate,,,,1723050000,1723647600,,,0,,,,
42958,jup_medal_grind_3_mp_6,a&,a&,1,,,,aggregate,,,,1723050000,1723647600,,,0,,,,
42967,jup_medal_grind_3_mp_7,a&,a&,1,,,,aggregate,,,,1723050000,1723647600,,,0,,,,
42504,jup_medal_grind_3_ob,a&JUP_CHALLENGE/JUP_MEDAL_GRIND_3_OB,a&JUP_CHALLENGE/JUP_MEDAL_GRIND_3_OB_DESC,1,,,,aggregate,,42505,,1723050000,1723647600,,,0,,,,
42505,jup_medal_grind_3_ob_1,a&,a&,1,,,,aggregate,,,,1723050000,1723647600,,,0,OB,,,
42503,jup_medal_grind_3_br,a&JUP_CHALLENGE/JUP_MEDAL_GRIND_3_BR,a&JUP_CHALLENGE/JUP_MEDAL_GRIND_3_BR_DESC,1,,,,aggregate,,43845,,1723050000,1723647600,,,0,,,,
43845,jup_medal_grind_3_br_1,a&,a&,1,,,,aggregate,,,,1723050000,1723647600,,,0,BR|LP_BR|LP_RES,,,
42460,jup_medal_grind_4,a&JUP_CHALLENGE/JUP_MEDAL_GRIND_4,a&JUP_CHALLENGE/JUP_MEDAL_GRIND_4_DESC,1500,,26329,,aggregate,,42508|42512|42513,,1723050000,1723647600,,,0,,,,
42508,jup_medal_grind_4_mp,a&JUP_CHALLENGE/JUP_MEDAL_GRIND_4_MP,a&JUP_CHALLENGE/JUP_MEDAL_GRIND_4_MP_DESC,1,,,,aggregate,,42509|42510|42511|42960|42968,,1723050000,1723647600,,,0,,,,
42509,jup_medal_grind_4_mp_1,a&,a&,1,,,,aggregate,,,,1723050000,1723647600,,,0,,,,
42510,jup_medal_grind_4_mp_2,a&,a&,1,,,,aggregate,,,,1723050000,1723647600,,,0,,,,
42511,jup_medal_grind_4_mp_3,a&,a&,1,,,,aggregate,,,,1723050000,1723647600,,,0,,,,
42960,jup_medal_grind_4_mp_4,a&,a&,1,,,,aggregate,,,,1723050000,1723647600,,,0,,,,
42968,jup_medal_grind_4_mp_5,a&,a&,1,,,,aggregate,,,,1723050000,1723647600,,,0,,,,
42513,jup_medal_grind_4_ob,a&JUP_CHALLENGE/JUP_MEDAL_GRIND_4_OB,a&JUP_CHALLENGE/JUP_MEDAL_GRIND_4_OB_DESC,1,,,,aggregate,,42514|42515,,1723050000,1723647600,,,0,,,,
42514,jup_medal_grind_4_ob_1,a&,a&,1,,,,aggregate,,,,1723050000,1723647600,,,0,OB,,,
42515,jup_medal_grind_4_ob_2,a&,a&,1,,,,aggregate,,,,1723050000,1723647600,,,0,OB,,,
42512,jup_medal_grind_4_br,a&JUP_CHALLENGE/JUP_MEDAL_GRIND_4_BR,a&JUP_CHALLENGE/JUP_MEDAL_GRIND_4_BR_DESC,1,,,,aggregate,,43846,,1723050000,1723647600,,,0,,,,
43846,jup_medal_grind_4_br_1,a&,a&,1,,,,aggregate,,,,1723050000,1723647600,,,0,BR|LP_BR|LP_RES,,,
42470,jup_medal_grind_5,a&JUP_CHALLENGE/JUP_MEDAL_GRIND_5,a&JUP_CHALLENGE/JUP_MEDAL_GRIND_5_DESC,1500,,71949,,aggregate,,42517|42521|42522,,1723050000,1723647600,,,0,,,,
42517,jup_medal_grind_5_mp,a&JUP_CHALLENGE/JUP_MEDAL_GRIND_5_MP,a&JUP_CHALLENGE/JUP_MEDAL_GRIND_5_MP_DESC,1,,,,aggregate,,42518|42519|42520|42962|42969,,1723050000,1723647600,,,0,,,,
42518,jup_medal_grind_5_mp_1,a&,a&,1,,,,aggregate,,,,1723050000,1723647600,,,0,,,,
42519,jup_medal_grind_5_mp_2,a&,a&,1,,,,aggregate,,,,1723050000,1723647600,,,0,,,,
42520,jup_medal_grind_5_mp_3,a&,a&,1,,,,aggregate,,,,1723050000,1723647600,,,0,,,,
42962,jup_medal_grind_5_mp_4,a&,a&,1,,,,aggregate,,,,1723050000,1723647600,,,0,,,,
42969,jup_medal_grind_5_mp_5,a&,a&,1,,,,aggregate,,,,1723050000,1723647600,,,0,,,,
42522,jup_medal_grind_5_ob,a&JUP_CHALLENGE/JUP_MEDAL_GRIND_5_OB,a&JUP_CHALLENGE/JUP_MEDAL_GRIND_5_OB_DESC,1,,,,aggregate,435,42523|42524|42525,,1723050000,1723647600,,,0,,,,
42523,jup_medal_grind_5_ob_1,a&,a&,1,,,,aggregate,,,,1723050000,1723647600,,,0,OB,,,
42524,jup_medal_grind_5_ob_2,a&,a&,1,,,,aggregate,,,,1723050000,1723647600,,,0,OB,,,
42525,jup_medal_grind_5_ob_3,a&,a&,1,,,,aggregate,,,,1723050000,1723647600,,,0,OB,,,
42521,jup_medal_grind_5_br,a&JUP_CHALLENGE/JUP_MEDAL_GRIND_5_BR,a&JUP_CHALLENGE/JUP_MEDAL_GRIND_5_BR_DESC,1,,,,aggregate,,43847,,1723050000,1723647600,,,0,,,,
43847,jup_medal_grind_5_br_1,a&,a&,1,,,,aggregate,,,,1723050000,1723647600,,,0,BR|LP_BR|LP_RES,,,
42480,jup_medal_grind_6,a&JUP_CHALLENGE/JUP_MEDAL_GRIND_6,a&JUP_CHALLENGE/JUP_MEDAL_GRIND_6_DESC,1500,,70943,,aggregate,,42526|42530|42531,,1723050000,1723647600,,,0,,,,
42526,jup_medal_grind_6_mp,a&JUP_CHALLENGE/JUP_MEDAL_GRIND_6_MP,a&JUP_CHALLENGE/JUP_MEDAL_GRIND_6_MP_DESC,1,,,,aggregate,,42527|42528|42529|42971,,1723050000,1723647600,,,0,,,,
42527,jup_medal_grind_6_mp_1,a&,a&,1,,,,aggregate,,,,1723050000,1723647600,,,0,,,,
42528,jup_medal_grind_6_mp_2,a&,a&,1,,,,aggregate,,,,1723050000,1723647600,,,0,,,,
42529,jup_medal_grind_6_mp_3,a&,a&,1,,,,aggregate,,,,1723050000,1723647600,,,0,,,,
42971,jup_medal_grind_6_mp_4,a&,a&,1,,,,aggregate,,,,1723050000,1723647600,,,0,,,,
42531,jup_medal_grind_6_ob,a&JUP_CHALLENGE/JUP_MEDAL_GRIND_6_OB,a&JUP_CHALLENGE/JUP_MEDAL_GRIND_6_OB_DESC,1,,,,aggregate,,42532|42533,,1723050000,1723647600,,,0,,,,
42532,jup_medal_grind_6_ob_1,a&,a&,1,,,,aggregate,,,,1723050000,1723647600,,,0,OB,,,
42533,jup_medal_grind_6_ob_2,a&,a&,1,,,,aggregate,,,,1723050000,1723647600,,,0,OB,,,
42530,jup_medal_grind_6_br,a&JUP_CHALLENGE/JUP_MEDAL_GRIND_6_BR,a&JUP_CHALLENGE/JUP_MEDAL_GRIND_6_BR_DESC,1,,,,aggregate,,43848,,1723050000,1723647600,,,0,,,,
43848,jup_medal_grind_6_br_1,a&,a&,1,,,,aggregate,,,,1723050000,1723647600,,,0,BR|LP_BR|LP_RES,,,
45953,jup_s5_bp_timelimited_base_1,a&JUP_CHALLENGE/BATTLE_PASS_CHALLENGE,a&JUP_CHALLENGE/JUP_S5_BP_TIMELIMITED_BASE_1_DESC,10,,79951,,,1,,5500,,,,,0,,,,
45955,jup_s5_bp_timelimited_base_2,a&JUP_CHALLENGE/BATTLE_PASS_CHALLENGE,a&JUP_CHALLENGE/JUP_S5_BP_TIMELIMITED_BASE_2_DESC,3,,73728,,,2,,5500,,,,,0,,,,
45956,jup_s5_bp_timelimited_base_3,a&JUP_CHALLENGE/BATTLE_PASS_CHALLENGE,a&JUP_CHALLENGE/JUP_S5_BP_TIMELIMITED_BASE_3_DESC,3,,3955,,,1,,5500,,,,,0,,,,
45957,jup_s5_bp_timelimited_base_4,a&JUP_CHALLENGE/BATTLE_PASS_CHALLENGE,a&JUP_CHALLENGE/JUP_S5_BP_TIMELIMITED_BASE_4_DESC,3,,71720,,,1,,5500,,,,,0,,,,
45958,jup_s5_bp_timelimited_gununlock,a&JUP_CHALLENGE/BATTLE_PASS_CHALLENGE_HVT,a&JUP_CHALLENGE/JUP_S5_BP_TIMELIMITED_GUNUNLOCK_DESC,5,,60626,,,1,,5500,,,,,0,,,,
43442,jup_wrapped_mastery,a&JUP_CHALLENGE/JUP_WRAPPED_MASTERY,a&JUP_CHALLENGE/JUP_WRAPPED_MASTERY_DESC,14,,73994,,,,43450|43451|43452|43453|43454|43455|43456|43444|43445|43446|43447|43448|43449|47486,,1728493200,1729090800,,,0,,,,
43450,jup_wrapped_1,a&JUP_CHALLENGE/JUP_WRAPPED_1,a&JUP_CHALLENGE/JUP_WRAPPED_1_TRACKER_DESC,1,,82823,,,,43478,,1728493200,1729090800,,,0,,,,
43478,jup_wrapped_1_mp,a&JUP_CHALLENGE/JUP_WRAPPED_1,a&JUP_CHALLENGE/JUP_WRAPPED_1_DESC,10,,,,,,,,1728493200,1729090800,,,0,MP,,,
43451,jup_wrapped_2,a&JUP_CHALLENGE/JUP_WRAPPED_2,a&JUP_CHALLENGE/JUP_WRAPPED_2_TRACKER_DESC,1,,82608,,,,43481,,1728493200,1729090800,,,0,,,,
43481,jup_wrapped_2_mp,a&JUP_CHALLENGE/JUP_WRAPPED_2,a&JUP_CHALLENGE/JUP_WRAPPED_2_DESC,5,,,,,,,,1728493200,1729090800,,,0,MP,,,
43452,jup_wrapped_3,a&JUP_CHALLENGE/JUP_WRAPPED_3,a&JUP_CHALLENGE/JUP_WRAPPED_3_TRACKER_DESC,1,,82122,,,,43484,,1728493200,1729090800,,,0,,,,
43484,jup_wrapped_3_mp,a&JUP_CHALLENGE/JUP_WRAPPED_3,a&JUP_CHALLENGE/JUP_WRAPPED_3_DESC,7,,,,,,,,1728493200,1729090800,,,0,MP,,,
43453,jup_wrapped_4,a&JUP_CHALLENGE/JUP_WRAPPED_4,a&JUP_CHALLENGE/JUP_WRAPPED_4_TRACKER_DESC,1,,82822,,,,43487,,1728493200,1729090800,,,0,,,,
43487,jup_wrapped_4_mp,a&JUP_CHALLENGE/JUP_WRAPPED_4,a&JUP_CHALLENGE/JUP_WRAPPED_4_DESC,3,,,,,,,,1728493200,1729090800,,,0,MP,,,
43454,jup_wrapped_5,a&JUP_CHALLENGE/JUP_WRAPPED_5,a&JUP_CHALLENGE/JUP_WRAPPED_5_TRACKER_DESC,1,,82607,,,,43490,,1728493200,1729090800,,,0,,,,
43490,jup_wrapped_5_mp,a&JUP_CHALLENGE/JUP_WRAPPED_5,a&JUP_CHALLENGE/JUP_WRAPPED_5_DESC,7,,,,,,,,1728493200,1729090800,,,0,MP,,,
43455,jup_wrapped_6,a&JUP_CHALLENGE/JUP_WRAPPED_6,a&JUP_CHALLENGE/JUP_WRAPPED_6_TRACKER_DESC,1,,82119,,,,43493,,1728493200,1729090800,,,0,,,,
43493,jup_wrapped_6_mp,a&JUP_CHALLENGE/JUP_WRAPPED_6,a&JUP_CHALLENGE/JUP_WRAPPED_6_DESC,15,,,,,,,,1728493200,1729090800,,,0,MP,,,
43456,jup_wrapped_7,a&JUP_CHALLENGE/JUP_WRAPPED_7,a&JUP_CHALLENGE/JUP_WRAPPED_7_TRACKER_DESC,1,,82833,,,,43496,,1728493200,1729090800,,,0,,,,
43496,jup_wrapped_7_mp,a&JUP_CHALLENGE/JUP_WRAPPED_7,a&JUP_CHALLENGE/JUP_WRAPPED_7_DESC,7,,,,,,,,1728493200,1729090800,,,0,MP,,,
43444,jup_wrapped_8,a&JUP_CHALLENGE/JUP_WRAPPED_8,a&JUP_CHALLENGE/JUP_WRAPPED_8_TRACKER_DESC,1,,82357,,,,47508,,1728493200,1729090800,,,0,,,,
47508,jup_wrapped_8_mp,a&JUP_CHALLENGE/JUP_WRAPPED_8,a&JUP_CHALLENGE/JUP_WRAPPED_8_DESC,5,,,,,,,,1728493200,1729090800,,,0,MP,,,
43445,jup_wrapped_9,a&JUP_CHALLENGE/JUP_WRAPPED_9,a&JUP_CHALLENGE/JUP_WRAPPED_9_TRACKER_DESC,1,,84663,,,,47509,,1728493200,1729090800,,,0,,,,
47509,jup_wrapped_9_mp,a&JUP_CHALLENGE/JUP_WRAPPED_9,a&JUP_CHALLENGE/JUP_WRAPPED_9_DESC,10,,,,,,,,1728493200,1729090800,,,0,MP,,,
43446,jup_wrapped_10,a&JUP_CHALLENGE/JUP_WRAPPED_10,a&JUP_CHALLENGE/JUP_WRAPPED_10_TRACKER_DESC,1,,82610,,,,47510,,1728493200,1729090800,,,0,,,,
47510,jup_wrapped_10_mp,a&JUP_CHALLENGE/JUP_WRAPPED_10,a&JUP_CHALLENGE/JUP_WRAPPED_10_DESC,10,,,,,,,,1728493200,1729090800,,,0,MP,,,
43447,jup_wrapped_11,a&JUP_CHALLENGE/JUP_WRAPPED_11,a&JUP_CHALLENGE/JUP_WRAPPED_11_TRACKER_DESC,1,,82121,,,,47511,,1728493200,1729090800,,,0,,,,
47511,jup_wrapped_11_mp,a&JUP_CHALLENGE/JUP_WRAPPED_11,a&JUP_CHALLENGE/JUP_WRAPPED_11_DESC,5,,,,,,,,1728493200,1729090800,,,0,MP,,,
43448,jup_wrapped_12,a&JUP_CHALLENGE/JUP_WRAPPED_12,a&JUP_CHALLENGE/JUP_WRAPPED_12_TRACKER_DESC,1,,82832,,,,47512,,1728493200,1729090800,,,0,,,,
47512,jup_wrapped_12_mp,a&JUP_CHALLENGE/JUP_WRAPPED_12,a&JUP_CHALLENGE/JUP_WRAPPED_12_DESC,15,,,,,,,,1728493200,1729090800,,,0,MP,,,
43449,jup_wrapped_13,a&JUP_CHALLENGE/JUP_WRAPPED_13,a&JUP_CHALLENGE/JUP_WRAPPED_13_TRACKER_DESC,1,,82831,,,,47513,,1728493200,1729090800,,,0,,,,
47513,jup_wrapped_13_mp,a&JUP_CHALLENGE/JUP_WRAPPED_13,a&JUP_CHALLENGE/JUP_WRAPPED_13_DESC,7,,,,,,,,1728493200,1729090800,,,0,MP,,,
47486,jup_wrapped_14,a&JUP_CHALLENGE/JUP_WRAPPED_14,a&JUP_CHALLENGE/JUP_WRAPPED_14_TRACKER_DESC,1,,84587,,,,47514,,1728493200,1729090800,,,0,,,,
47514,jup_wrapped_14_mp,a&JUP_CHALLENGE/JUP_WRAPPED_14,a&JUP_CHALLENGE/JUP_WRAPPED_14_DESC,3,,,,,,,,1728493200,1729090800,,,0,MP,,,
43499,jup_trt_mastery,a&JUP_CHALLENGE/JUP_TRT_MASTERY,a&JUP_CHALLENGE/JUP_TRT_MASTERY_DESC,4,,82066,,,,45977|45978|45979|45980,,1727888400,1729090800,,,0,,,,
45977,jup_trt_1,a&JUP_CHALLENGE/JUP_TRT_CH_1,a&JUP_CHALLENGE/JUP_TRT_CH_1_DESC,300|600|900|1200|1500,,8355|81404|85160|81410|81405,,popout,,,,1727888400,1729090800,,,0,,||||,,
45978,jup_trt_2,a&JUP_CHALLENGE/JUP_TRT_CH_2,a&JUP_CHALLENGE/JUP_TRT_CH_2_DESC,300|600|900|1200|1500,,81411|85121|81412|82117|81406,,popout,,,,1727888400,1729090800,,,0,,||||,,
45979,jup_trt_3,a&JUP_CHALLENGE/JUP_TRT_CH_3,a&JUP_CHALLENGE/JUP_TRT_CH_3_DESC,300|600|900|1200|1500,,83055|81413|3951|81407|81414,,popout,,,,1727888400,1729090800,,,0,,||||,,
45980,jup_trt_4,a&JUP_CHALLENGE/JUP_TRT_CH_4,a&JUP_CHALLENGE/JUP_TRT_CH_4_DESC,250|500|750|1000|1250|1500,,81408|26329|81415|84665|80762|81409,,popout,,,,1727888400,1729090800,,,0,,|||||,,
45976,jup_trt_secondary_mastery,a&JUP_CHALLENGE/JUP_TRT_MASTERY_SECONDARY,a&JUP_CHALLENGE/JUP_TRT_MASTERY_SECONDARY_DESC,1000000,,82066,,,,45977|45978|45979|45980,,1727888400,1729090800,,,0,,,,
47578,jup_limbo_mastery,a&JUP_CHALLENGE/JUP_LIMBO_MASTERY,a&JUP_CHALLENGE/JUP_LIMBO_MASTERY_DESC,8,,81724,,,,47579|47581|47583|47585|47587|47589|47591|47593,,1726678800,1729177200,,,0,,,,
47579,jup_limbo_1,a&JUP_CHALLENGE/JUP_LIMBO_1,a&JUP_CHALLENGE/JUP_LIMBO_1_TRACKER_DESC,1,,82329,,,,47580,,1726678800,1729177200,,,0,,,,
47580,jup_limbo_1_br,a&JUP_CHALLENGE/JUP_LIMBO_1,a&JUP_CHALLENGE/JUP_LIMBO_1_DESC,1,,,,,,,,1726678800,1729177200,,,0,BR|LP_BR|LP_RES,,,
47581,jup_limbo_2,a&JUP_CHALLENGE/JUP_LIMBO_2,a&JUP_CHALLENGE/JUP_LIMBO_2_TRACKER_DESC,1,,82328,,,,47582,,1726678800,1729177200,,,0,,,,
47582,jup_limbo_2_br,a&JUP_CHALLENGE/JUP_LIMBO_2,a&JUP_CHALLENGE/JUP_LIMBO_2_DESC,1,,,,,,,,1726678800,1729177200,,,0,BR|LP_BR|LP_RES,,,
47583,jup_limbo_3,a&JUP_CHALLENGE/JUP_LIMBO_3,a&JUP_CHALLENGE/JUP_LIMBO_3_TRACKER_DESC,1,,82355,,,,47584,,1726678800,1729177200,,,0,,,,
47584,jup_limbo_3_br,a&JUP_CHALLENGE/JUP_LIMBO_3,a&JUP_CHALLENGE/JUP_LIMBO_3_DESC,50,,,,,,,,1726678800,1729177200,,,0,BR|LP_BR|LP_RES,,,
47585,jup_limbo_4,a&JUP_CHALLENGE/JUP_LIMBO_4,a&JUP_CHALLENGE/JUP_LIMBO_4_TRACKER_DESC,1,,82354,,,,47586,,1726678800,1729177200,,,0,,,,
47586,jup_limbo_4_br,a&JUP_CHALLENGE/JUP_LIMBO_4,a&JUP_CHALLENGE/JUP_LIMBO_4_DESC,5,,,,,,,,1726678800,1729177200,,,0,BR|LP_BR|LP_RES,,,
47587,jup_limbo_5,a&JUP_CHALLENGE/JUP_LIMBO_5,a&JUP_CHALLENGE/JUP_LIMBO_5_TRACKER_DESC,1,,81723,,,,47588,,1726678800,1729177200,,,0,,,,
47588,jup_limbo_5_br,a&JUP_CHALLENGE/JUP_LIMBO_5,a&JUP_CHALLENGE/JUP_LIMBO_5_DESC,5,,,,,,,,1726678800,1729177200,,,0,BR|LP_BR|LP_RES,,,
47589,jup_limbo_6,a&JUP_CHALLENGE/JUP_LIMBO_6,a&JUP_CHALLENGE/JUP_LIMBO_6_TRACKER_DESC,1,,81725,,,,47590,,1726678800,1729177200,,,0,,,,
47590,jup_limbo_6_br,a&JUP_CHALLENGE/JUP_LIMBO_6,a&JUP_CHALLENGE/JUP_LIMBO_6_DESC,3,,,,,,,,1726678800,1729177200,,,0,BR|LP_BR|LP_RES,,,
47591,jup_limbo_7,a&JUP_CHALLENGE/JUP_LIMBO_7,a&JUP_CHALLENGE/JUP_LIMBO_7_TRACKER_DESC,1,,83054,,,,47592,,1726678800,1729177200,,,0,,,,
47592,jup_limbo_7_br,a&JUP_CHALLENGE/JUP_LIMBO_7,a&JUP_CHALLENGE/JUP_LIMBO_7_DESC,15,,,,,,,,1726678800,1729177200,,,0,BR|LP_BR|LP_RES,,,
47593,jup_limbo_8,a&JUP_CHALLENGE/JUP_LIMBO_8,a&JUP_CHALLENGE/JUP_LIMBO_8_TRACKER_DESC,1,,84588,,,,47594,,1726678800,1729177200,,,0,,,,
47594,jup_limbo_8_br,a&JUP_CHALLENGE/JUP_LIMBO_8,a&JUP_CHALLENGE/JUP_LIMBO_8_DESC,1,,,,,,,,1726678800,1729177200,,,0,BR|LP_BR|LP_RES,,,
