string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,int,string,string
318,body_mp_gus_iw9_6_2,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_gus_iw9_6_2,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
319,body_mp_karlov_iw9_1_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_karlov_iw9_1_1,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
320,body_mp_gromsko_iw9_5_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_gromsko_iw9_5_1,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
321,body_mp_hero_kyle_highrise_1_2,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_kyle_iw9_highrise_1_2,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
322,body_mp_fender_iw9_8_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_fender_iw9_8_1,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
323,body_mp_fender_iw9_7_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_fender_iw9_7_1,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
324,body_mp_farah_iw9_convoy_blackcell,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_farah_iw9_convoy_blackcell,f,vestlight,0,0,,0,body_mp_kleo_iw9_1_1,mp_vm_arms_kleo_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
325,body_mp_chuy_iw9_8_2,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_chuy_iw9_8_2,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
326,body_mp_chuy_iw9_7_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_chuy_iw9_7_1,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
327,body_mp_alejandro_iw9_1_2,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_alejandro_iw9_1_2,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
328,body_mp_aksel_iw9_5_2,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_aksel_iw9_5_2,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
329,body_mp_easter_bunny_iw9_1_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_easter_bunny_iw9_1_1,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
330,body_mp_easter_bunny_iw9_1_2,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_easter_bunny_iw9_1_2,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
331,body_mp_zeus_iw9_4_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_zeus_iw9_4_1,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
332,body_mp_cdl_king_iw9_1_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_cdl_king_iw9_1_1,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
333,body_mp_stiletto_iw9_8_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_stiletto_iw9_8_1,f,vestlight,0,0,,0,body_mp_calisto_iw9_1_1,mp_vm_arms_calisto_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
334,body_mp_roze_iw9_6_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_roze_iw9_6_1,f,vestlight,0,0,,0,body_mp_calisto_iw9_1_1,mp_vm_arms_calisto_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
335,body_mp_ronin_iw9_3_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_ronin_iw9_3_1,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
336,body_mp_pizza_rat_iw9_1_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_pizza_rat_iw9_1_1,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
337,body_mp_ranked_50_skin_home_male_iw9_1_2,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_ranked_50_skin_home_male_iw9_1_2,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
338,body_mp_ranked_50_skin_home_female_iw9_1_2,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_ranked_50_skin_home_female_iw9_1_2,m,vestlight,0,0,,0,body_mp_kleo_iw9_1_1,mp_vm_arms_kleo_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
339,body_mp_nick_mercs_iw9_1_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_nick_mercs_iw9_1_1,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
340,body_mp_nick_mercs_iw9_2_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_nick_mercs_iw9_2_1,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
341,body_mp_milsim_anti_terror_1_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_milsim_anti_terror_1_1,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
342,body_mp_ghost_iw9_5_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_ghost_iw9_5_1,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
343,body_mp_chuy_iw9_9_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_chuy_iw9_9_1,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
344,body_mp_alex_iw9_1_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_alex_iw9_1_1,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
345,body_mp_aksel_iw9_6_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_aksel_iw9_6_1,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
346,body_mp_kevin_durant_iw9_1_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_kevin_durant_iw9_1_1,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
347,body_mp_alex_iw9_3_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_alex_iw9_3_1,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
348,body_mp_alex_iw9_2_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_alex_iw9_2_1,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
349,body_dmz_disguised_shadow_company_iw9_1_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_opforce_shadow_company_elite_1_1,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
350,body_dmz_disguised_al_qatala_iw9_1_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_opforce_al_qatala_elite_ar_1_1,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
351,body_mp_tim_iw9_1_1_merge,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_tim_iw9_1_1,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
352,body_mp_ranked_50_skin_away_female_iw9_1_2,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_ranked_50_skin_away_female_iw9_1_2,m,vestlight,0,0,,0,body_mp_calisto_iw9_1_1,mp_vm_arms_calisto_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
353,body_mp_ranked_50_skin_away_male_iw9_1_2,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_ranked_50_skin_away_male_iw9_1_2,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
354,body_mp_aksel_iw9_6_2,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_aksel_iw9_6_2,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
355,body_mp_nova_iw9_cq,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_nova_iw9_cq_1_1,f,vestlight,0,0,,0,body_mp_calisto_iw9_1_1,mp_vm_arms_calisto_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
356,body_mp_nikto_iw9_1_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_nikto_iw9_1_1,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
358,body_mp_nikto_iw9_2_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_nikto_iw9_2_1,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
359,body_mp_reyes_iw9_8_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_reyes_iw9_8_1,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
360,body_mp_kleo_iw9_7_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_kleo_iw9_7_1,f,vestlight,0,0,,0,body_mp_kleo_iw9_1_1,mp_vm_arms_kleo_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
361,body_mp_zero_iw9_6_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_zero_iw9_6_1,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
362,body_mp_valeria_iw9_4_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_valeria_iw9_4_1,f,vestlight,0,0,,0,body_mp_calisto_iw9_1_1,mp_vm_arms_calisto_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
363,body_mp_anime_iw9_1_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_anime_iw9_1_1,f,vestlight,0,0,,0,body_mp_calisto_iw9_1_1,mp_vm_arms_calisto_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
364,body_mp_ghost_iw9_6_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_ghost_iw9_6_1,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
365,body_mp_blair_iw9_1_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_blair_iw9_1_1,f,vestlight,0,0,,0,body_mp_calisto_iw9_1_1,mp_vm_arms_calisto_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
366,body_mp_blair_iw9_2_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_blair_iw9_2_1,f,vestlight,0,0,,0,body_mp_calisto_iw9_1_1,mp_vm_arms_calisto_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
367,body_mp_valeria_iw9_5_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_valeria_iw9_5_1,f,vestlight,0,0,,0,body_mp_calisto_iw9_1_1,mp_vm_arms_calisto_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
368,body_mp_koenig_iw9_10_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_koenig_iw9_10_1,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
369,body_mp_ghost_iw9_desert,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_ghost_iw9_desert,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
371,body_mp_blackcell_iw9_2_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_blackcell_iw9_2_1,f,vestlight,0,0,,0,body_mp_kleo_iw9_1_1,mp_vm_arms_kleo_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
372,body_dmz_disguised_unidentified_iw9_1_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_dmz_disguised_unidentified_iw9_1_1,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
700,body_mp_nova_iw9_4_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_nova_iw9_4_1,f,vestlight,0,0,,0,body_mp_calisto_iw9_1_1,mp_vm_arms_calisto_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
701,body_mp_koenig_iw9_11_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_koenig_iw9_11_1,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
702,body_mp_horangi_iw9_7_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_horangi_iw9_7_1,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
703,body_mp_kilgore_iw9_1_4,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_kilgore_iw9_1_4,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
704,body_mp_hero_ghost_desert_1_2,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_ghost_iw9_desert_1_2,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
705,body_mp_kleo_iw9_7_2,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_kleo_iw9_7_2,f,vestlight,0,0,,0,body_mp_kleo_iw9_1_1,mp_vm_arms_kleo_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
706,body_mp_nikto_iw9_2_2,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_nikto_iw9_2_2,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
707,body_mp_nikto_iw9_1_2,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_nikto_iw9_1_2,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
708,body_mp_oni_iw9_5_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_oni_iw9_5_1,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
709,body_mp_nova_iw9_7_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_nova_iw9_7_1,f,vestlight,0,0,,0,body_mp_calisto_iw9_1_1,mp_vm_arms_calisto_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
710,body_mp_aksel_iw9_8_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_aksel_iw9_8_1,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
711,body_mp_valeria_iw9_5_2,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_valeria_iw9_5_2,f,vestlight,0,0,,0,body_mp_calisto_iw9_1_1,mp_vm_arms_calisto_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
712,body_mp_chuy_iw9_7_2,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_chuy_iw9_7_2,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
713,body_mp_jinn_iw9_4_2,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_jinn_iw9_4_2,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
714,body_mp_freedom_iw9_2_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_freedom_iw9_2_1,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
763,body_mp_chrome_neon_iw9_1_1_merge,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_chrome_neon_iw9_1_1,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
764,body_mp_cdl_speed_iw9_1_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_cdl_speed_iw9_1_1,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
765,body_mp_aksel_iw9_7_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_aksel_iw9_7_1,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
766,body_mp_ronin_iw9_4_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_ronin_iw9_4_1,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
767,body_mp_cat_iw9_1_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_cat_iw9_1_1,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
768,body_mp_klaus_iw9_2_1_merge,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_klaus_iw9_2_1,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
769,body_mp_chuy_iw9_10_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_chuy_iw9_10_1,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
770,body_mp_ghost_iw9_7_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_ghost_iw9_7_1,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
771,body_mp_hl_iw9_1_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_hl_iw9_1_1,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
772,body_mp_sl_iw9_1_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_sl_iw9_1_1,f,vestlight,0,0,,0,body_mp_kleo_iw9_1_1,mp_vm_arms_kleo_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
773,body_mp_bn_iw9_1_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_bn_iw9_1_1,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
774,body_mp_cat_iw9_1_2,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_cat_iw9_1_2,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
776,body_mp_nova_iw9_cq_frontend,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_nova_iw9_cq_1_1,f,vestlight,0,0,,0,body_mp_calisto_iw9_1_1,mp_vm_arms_calisto_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
780,body_mp_alejandro_iw9_3_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_alejandro_iw9_3_1,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
781,body_mp_price_iw9_2_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_price_iw9_2_1,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
783,body_mp_zoltan_iw9_1_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_zoltan_iw9_1_1,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
784,body_mp_zoltan_iw9_1_2,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_zoltan_iw9_1_2,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
785,body_mp_nima_iw9_1_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_nima_iw9_1_1,f,vestlight,0,0,,0,body_mp_calisto_iw9_1_1,mp_vm_arms_calisto_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
786,body_mp_bullitt_iw9_1_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_bullitt_iw9_1_1,f,vestlight,0,0,,0,body_mp_calisto_iw9_1_1,mp_vm_arms_calisto_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
787,body_mp_snoopdogg_iw9_1_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_snoopdogg_iw9_1_1,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
